zip,population,density
29615,37681,707.3
29617,28362,426.7
29620,13006,19.9
29621,40931,176.3
29624,16094,200.9
29625,28813,221.8
29626,12570,92.3
29627,19301,57.1
29628,2505,21.3
29630,14972,90.1
29631,15176,589.8
29634,5129,1538.5
29635,1225,7
29638,3225,19.1
29639,1642,39.1
29640,30295,135.2
29642,32358,229.4
29643,2088,39.7
29644,21182,87.4
29645,9643,36
29646,28182,96.6
29649,26598,186.8
29650,34886,700.3
29651,47493,182.3
29653,4682,26.8
29654,9306,32.6
29655,6915,20.2
29657,15869,91.8
29658,491,5.2
29659,89,64.2
29661,5885,31.7
29662,15696,1022.5
29664,2084,7.3
29665,140,233.3
29666,6610,20.6
29667,263,198.2
29669,12058,76.3
29670,9297,60.7
29671,17642,54.5
29672,12153,118.1
29673,29287,139.9
29676,5305,27.5
29678,22658,105.8
29680,32031,339.3
29681,57959,438.7
29682,3669,55.3
29683,205,1434.7
29684,3915,33.4
29685,1704,5.5
29686,935,12.9
29687,41209,325.2
29689,3934,42.2
29690,23217,76.3
29691,11113,63.8
29692,4711,38.8
29693,14413,33
29696,5386,68.4
29697,13430,122.5
29702,9978,39.2
29704,3693,53.2
29706,19419,28.1
29707,28866,215.8
29708,34082,505.1
29709,7081,25.7
29710,35157,100.2
29712,2199,32.1
29714,2902,34.6
29715,32066,283.1
29717,1400,12.6
29718,4308,12.7
29720,47797,62.7
29724,39,66.9
29726,1553,16.8
29727,1441,13
29728,9722,41.1
29729,2375,13.1
29730,55937,168.4
29732,58571,389.4
29733,1852,5723.8
29741,2239,21.7
29742,2599,11.7
29743,861,13.3
29745,30697,82.6
29801,28308,118.1
29803,38920,74.7
29805,5924,22.9
29809,2568,136.6
29810,4224,15.8
29812,11357,16.6
29816,971,405
29817,4420,17.6
29819,1593,8.6
29821,1558,9.3
29824,8253,14.7
29826,119,18.9
29827,4127,17.1
29828,689,574.8
29829,11879,101.8
29831,4332,13.9
29832,5247,21.2
29834,1609,345.5
29835,6112,13.8
29836,405,1.1
29838,408,6.6
29840,323,2.9
29841,32470,394.3
29842,7462,75.8
29843,1195,7.8
29844,155,14.3
29845,983,6.5
29847,5506,23.3
29848,631,3.1
29849,518,3.1
29850,200,21.1
29851,7328,140
29853,6408,22.9
29856,2688,21.7
29860,15762,107.2
29899,1120,1272.9
29902,15826,306.9
29904,712,4263.2
29905,3083,426.4
29906,25149,173.4
29907,14801,115.5
29909,18829,115
29910,41018,127.2
29911,1690,8.9
29912,0,46.7
29915,445,14.9
29916,1537,8.1
29918,5711,22.5
29920,11693,37.5
29921,197,13.1
29922,803,3.5
29923,377,11.3
29924,4299,31.2
29926,25875,301.1
29927,9675,16.2
29928,16366,301.5
29929,1002,5.8
29932,221,1.4
29934,1150,6.5
29935,3928,620.1
29936,13666,21.7
29939,383,10.8
29940,4046,27.2
29941,587,11.3
29943,524,4
29944,3985,14.9
29945,5232,8.5
30002,5920,1338.3
30004,64232,356.8
30005,40056,915.8
30008,31982,1217.6
30009,16097,552.3
30011,15428,208.9
30012,27605,245.7
30013,26368,342.8
30014,38445,114.8
30016,54242,215.5
30017,24416,650.7
30019,49262,337
30021,24137,2400.5
30022,68807,976.4
30024,77334,585.7
30025,9308,52.6
30028,24978,166.8
30030,29490,1566.9
30032,49456,1336.9
30033,32968,1285.9
30034,46214,981.8
30035,22697,920.7
30038,39104,494.8
30039,46126,640.2
30040,70510,358.6
30041,66531,345.8
30043,90675,952.3
30044,88040,1254.9
30045,40179,611
30046,37218,851.5
30047,65420,830.7
30052,65959,262.4
30054,11904,111.9
30055,3306,22.7
30056,2217,25.2
30058,57658,662.9
30060,40705,813.9
30062,66053,928.7
30064,49080,558
30066,55548,749.9
30067,46647,1178.1
30068,32613,850.7
30070,484,2135.6
30071,25218,743.4
30072,727,1432.1
30075,53328,680.7
30076,46442,1058.4
30078,35824,753
30079,2824,894.2
30080,55361,1414.7
30082,29011,952.8
30083,58323,1147
30084,38484,910
30087,40003,607.3
30088,29984,1254.7
30092,35419,1116.3
30093,55107,1726.7
30094,34928,298.8
30096,67959,1051
30097,46905,717
30101,58041,520.2
30102,41642,493.9
30103,16138,56.5
30104,4960,47.5
30105,1776,14.9
30106,21742,632.2
30107,14606,45.8
30108,7351,31.8
30110,13190,74.1
30113,6649,23.2
30114,53210,179.2
30115,41105,226.6
30116,24161,87.4
30117,35575,120.9
30118,2180,2449.7
30120,41253,159.7
30121,23373,150.9
30122,25786,345.7
30124,2896,19.1
30125,23814,51.3
30126,41665,691.2
30127,67688,458.9
30132,40441,120.1
30134,44114,337.5
30135,66134,285.5
30137,1807,160.8
30139,4143,20.7
30141,23326,294.5
30143,21487,58.6
30144,55820,894.2
30145,7142,40.7
30147,4339,92.7
30148,861,16.3
30149,1935,69.4
30152,43310,740.5
30153,18375,59.6
30157,49342,205
30161,34286,95.5
30164,0,330.5
30165,41961,92.9
30168,26301,748.5
30170,2943,25.3
30171,3467,25.5
30173,5799,71.2
30175,5544,26.6
30176,6594,32.5
30177,1427,80
30178,2971,24.8
30179,19109,86.8
30180,37325,176.6
30182,2498,28.9
30183,6279,33.2
30184,6612,39.2
30185,4160,23.7
30187,7918,98
30188,63171,459.8
30189,38550,731.6
30204,12940,41.7
30205,2864,32.5
30206,3609,20.5
30213,32729,177
30214,29617,211.7
30215,36441,181.3
30216,2376,27.8
30217,9144,14
30218,1628,11.3
30220,5375,38.9
30222,4116,10.8
30223,36986,131.4
30224,25142,147.1
30228,42259,202.9
30230,9470,26.9
30233,23245,57.8
30234,2060,64.3
30236,49694,556.6
30238,39110,793.6
30240,29114,83
30241,25266,80.3
30248,25161,130.6
30250,656,975.4
30251,2316,26.2
30252,46286,175.2
30253,55176,393.6
30256,2589,31.8
30257,4345,36.2
30258,3047,18.1
30259,2886,33.8
30260,25487,796.1
30263,58705,102.5
30265,34690,287.6
30268,10434,53.7
30269,35904,539.9
30273,14663,868.6
30274,35347,1165.3
30275,0,68.4
30276,15245,54.5
30277,22247,176
30281,67533,363.8
30284,96,227.9
30285,639,16
30286,22085,46.7
30288,9230,441
30289,276,146.4
30290,8677,179.1
30291,21399,665
30292,5772,39.5
30293,2948,14.3
30294,41782,475.7
30295,4352,36.8
30296,28671,952.8
30297,28077,956.4
30303,6719,2195.5
30305,23693,1379.4
30306,24112,1964.6
30307,19652,1522.8
30308,18099,3732
30309,24744,2467.6
30310,29658,1178.1
30311,36839,1000.8
30312,22275,2228.8
30313,11529,3303.8
30314,24446,1836
30315,35511,1155.1
30316,33172,959.6
30317,13737,1318.1
30318,54152,941.5
30319,41839,1429
30322,2847,1808.8
30324,26818,1780.8
30326,6030,2680.1
30327,22655,510.6
30328,37111,906.6
30329,27878,2037.4
30331,64492,564.5
30332,3115,13620.7
30334,0,7.9
30336,234,35.9
30337,13768,368.5
30338,35435,1322.6
30339,23373,861.1
30340,28028,1329.7
30341,32341,1209.4
30342,30187,1290.2
30344,32706,1013.7
30345,25562,1254.6
30346,4965,1801.5
30349,75514,567.9
30350,39464,1071.4
30354,16398,533.6
30360,15927,960.5
30363,3559,3246.1
30401,13598,20.6
30410,1715,12.5
30411,4766,11.1
30412,69,20.1
30413,1805,4.9
30415,6161,16.3
30417,10777,24.8
30420,845,14.9
30421,3322,12.9
30423,121,61.7
30425,1339,6.5
30426,782,3.6
30427,12301,20.8
30428,2783,7.2
30429,210,363.8
30434,5386,11.2
30436,12092,16.3
30438,31,90
30439,10823,17.3
30441,1701,3.5
30442,7617,9.5
30445,3929,15.7
30446,1251,7.9
30448,76,10.9
30449,163,6
30450,2192,20.1
30451,47,167.9
30452,1372,11.1
30453,10775,30.4
30454,680,5.8
30455,465,5.3
30456,1936,10.1
30457,5885,14
30458,43597,108.1
30460,2079,10308.5
30461,14366,31.9
30464,83,37.1
30467,12070,9.4
30470,338,6.9
30471,5085,12.5
30473,2445,13.7
30474,16665,45.9
30475,0,215.7
30477,2911,16.8
30501,29629,494.1
30504,26966,523
30506,44468,160.2
30507,30076,154.3
30510,9042,71.3
30511,4009,41.2
30512,21080,33.9
30513,11753,29
30516,2012,37.8
30517,14657,165.3
30518,52688,439
30519,46415,448.1
30520,5179,29.9
30521,5042,20.2
30522,897,9.3
30523,12230,28.9
30525,7305,13.8
30527,4377,61.6
30528,24761,49.1
30529,11435,81.8
30530,6330,33.3
30531,10818,113.5
30533,26683,44.6
30534,28843,45
30535,7431,93.8
30536,7843,20.9
30537,1534,23.8
30538,3120,43.3
30540,20169,34
30541,1580,8.8
30542,37056,291.8
30543,4853,45.9
30545,698,9.1
30546,6969,18.6
30547,3209,24.1
30548,18630,158.6
30549,24892,79.4
30552,1805,12
30553,7994,47.1
30554,7687,45.1
30555,2273,60.3
30557,4813,34.5
30558,5998,35.6
30559,4701,33.8
30560,4759,24.4
30562,1386,146.4
30563,5955,59.7
30564,3414,55.8
30565,4424,53.9
30566,7736,328
30567,3188,36.8
30568,1645,25.1
30571,3545,25.3
30572,796,4.6
30573,219,13.2
30575,1533,46.1
30576,2310,25.8
30577,21204,52.8
30581,33,140.5
30582,5038,35.4
30601,23685,341.1
30602,2824,1297.8
30605,41451,421
30606,43716,509.7
30607,10748,118.6
30609,2291,32314
30619,1277,20.8
30620,13644,196.7
30621,5726,40.4
30622,11803,96.9
30623,130,27.5
30624,3256,23.4
30625,2140,20.8
30627,2393,7.1
30628,6874,52.7
30629,4735,23.4
30630,2264,25.9
30631,1647,3.5
30633,9227,32.7
30634,1802,18.3
30635,14964,21.9
30641,1957,20.5
30642,11949,21.7
30643,16009,54.7
30646,6506,77
30648,3094,13.7
30650,12063,20.4
30655,25210,107.9
30656,16129,83.7
30660,1204,4.6
30662,9077,41.1
30663,3052,21.2
30664,28,52.7
30665,67,12.9
30666,10214,91.1
30667,954,5.1
30668,1452,4.6
30669,3429,10.3
30673,7626,11.6
30677,18337,55.8
30678,1242,7.1
30680,42975,158.8
30683,6601,66.6
30701,40820,102.1
30705,33460,54.4
30707,15956,49.4
30708,234,7.7
30710,7154,54.1
30711,3551,19.8
30720,28382,213.8
30721,53461,166.7
30725,4646,120.3
30726,0,164.2
30728,20609,43.6
30730,1933,13.9
30731,2221,10.8
30733,2143,52.5
30734,3779,17.5
30735,6334,38.2
30736,43149,123.2
30738,3766,17
30739,6460,85.8
30740,8457,65.3
30741,28535,453.9
30742,7842,859.9
30746,940,28.3
30747,15438,35.6
30750,4753,120.7
30751,40,61.8
30752,8463,48.5
30753,7330,63.1
30755,8813,104.1
30756,138,211.3
30757,2128,40.3
30802,6147,18.4
30803,965,5.2
30805,2735,29.9
30807,70,57.5
30808,4499,28.1
30809,45542,337.6
30810,1906,10
30812,394,1053.6
30813,44065,236.5
30814,8538,61.6
30815,40347,117.1
30816,2024,6.2
30817,7642,15.4
30818,622,6.4
30820,1112,5.5
30821,765,3.3
30822,784,5.8
30823,1837,9.6
30824,17025,33.4
30828,4205,12.4
30830,13828,15
30833,3065,22.9
30901,16398,309.1
30903,658,1329.9
30904,25784,957
30905,7991,247.2
30906,58114,264
30907,51984,819.4
30909,43374,617.4
30912,127,774.4
31001,4563,10.6
31002,3071,9.7
31003,88,9.4
31005,17530,303.4
31006,4476,10.5
31007,1132,6.9
31008,18381,102.1
31009,1317,8
31011,694,7.2
31012,3099,19
31014,13265,25.2
31015,21549,38.9
31016,2033,6.4
31017,1913,8.2
31018,2674,12
31019,2035,16.4
31020,1688,9.1
31021,28391,46
31022,1715,12.7
31023,14276,20.9
31024,20438,23
31025,866,7.5
31027,8966,21.9
31028,6464,642.3
31029,16459,24.4
31030,17701,42.1
31031,6213,19.1
31032,15113,35.6
31033,1815,13.8
31035,1261,10.2
31036,12322,19.9
31037,4619,28.1
31038,566,3.2
31039,0,10.1
31041,689,7
31042,1477,7.3
31044,3463,6.5
31045,49,7.8
31046,3198,17.3
31047,14625,60.1
31049,1856,7.2
31050,861,17
31051,140,38.2
31052,8557,47.5
31054,1543,12.7
31055,8194,23.6
31057,2238,9.7
31058,1361,8.2
31060,1866,7.3
31061,43762,71.4
31062,499,710.8
31063,4928,19.2
31064,9071,14.5
31065,1193,6.7
31066,1492,6.5
31067,252,24.7
31068,5079,23.3
31069,20167,75.9
31070,985,7.6
31071,1200,8.4
31072,1357,6.8
31075,2677,17.7
31076,3414,9.9
31077,1395,5.2
31078,2973,13
31079,2161,8.3
31081,72,2.7
31082,9636,17.9
31083,411,68.1
31084,43,187.8
31085,1292,9.1
31087,8685,8
31088,54742,616.1
31089,4695,12.2
31090,959,2.8
31091,4353,23.1
31092,7133,15.3
31093,28140,552.3
31094,1217,4
31096,7046,16.7
31097,1656,9.4
31098,3649,60.9
31201,8103,316.4
31204,29686,830.4
31206,26526,402
31207,1107,2175
31210,34305,289.4
31211,15488,127.8
31213,0,0
31216,17246,112.9
31217,16735,72
31220,14504,112.5
31301,4006,149.9
31302,8139,67.9
31303,2621,9.5
31304,0,22.3
31305,5983,54.3
31307,908,101.4
31308,7114,32.8
31309,923,17.9
31312,20297,39.7
31313,40916,231.4
31314,1635,78.9
31315,7640,242
31316,13243,13
31318,432,96.9
31320,8258,29
31321,7640,17.6
31322,25459,280.3
31323,1213,5.4
31324,25643,61.7
31326,20230,106.2
31327,187,1.9
31328,3583,228
31329,9950,32.9
31331,7900,10.1
31401,20256,1741.4
31404,32876,798.8
31405,37497,471.7
31406,35457,505.7
31407,12808,97.3
31408,10516,157
31409,701,37.8
31410,24445,461.8
31411,8875,152.8
31415,12386,765.5
31419,58252,305.9
31501,14963,456
31503,20624,24.6
31510,9914,16.8
31512,2131,10.9
31513,16247,18.7
31516,14541,34.9
31518,927,5.8
31519,3474,10.3
31520,23474,512.5
31522,16402,103.2
31523,13650,27.6
31524,0,0
31525,29803,111.1
31527,568,17.6
31532,650,5.5
31533,16499,100.8
31535,11865,43.3
31537,10970,13.3
31539,14645,20.7
31542,3170,10.6
31543,4292,14.8
31544,778,3.8
31545,15652,62.9
31546,8103,18.4
31547,1420,198.2
31548,21146,136.2
31549,2157,7.7
31550,801,5.9
31551,963,5.5
31552,842,4.2
31553,4369,11.8
31554,8611,13.1
31555,2793,7.5
31556,88,52.5
31557,3229,10.7
31558,21307,103.5
31560,2853,8
31561,39,24.4
31562,2330,7.8
31563,1296,4.6
31565,2008,5.4
31566,4839,21.2
31567,842,7.1
31568,685,3.8
31569,5831,32.1
31601,32084,82
31602,36304,328.5
31605,22289,146
31606,3543,33.8
31620,10836,33.1
31622,1972,7.6
31623,113,52.1
31624,1468,6.2
31625,972,7.5
31626,3211,9.4
31627,247,105.2
31629,732,8
31630,560,1.8
31631,415,1.7
31632,12958,35.7
31634,5622,7.9
31635,6602,21.2
31636,10640,18.6
31637,2891,13.9
31638,1107,14.9
31639,10237,18.4
31641,1966,8.5
31642,4779,10.2
31643,9062,12.8
31645,5053,39.5
31647,3660,30.3
31648,912,87.1
31649,1096,8.3
31650,3404,12.5
31698,731,10225
31699,684,447.1
31701,18584,293.5
31705,32477,89.2
31707,26094,520.8
31709,15659,48.7
31711,967,5.7
31712,1084,9.9
31714,5866,13.3
31716,2960,13.8
31719,9145,45
31720,296,37.9
31721,20572,36.4
31722,496,252.8
31730,8419,14.8
31733,1319,10.7
31735,715,14.5
31738,1935,13
31743,444,4.5
31744,2791,10.1
31747,156,137.2
31749,2649,18.3
31750,18322,25.6
31756,791,9.5
31757,10764,47.4
31763,24186,35.6
31764,1514,6.4
31765,2774,12.1
31768,22858,60.2
31771,6204,20.2
31772,536,3
31773,3547,17
31774,6737,15.5
31775,3339,25.2
31778,2316,9.3
31779,9998,27.1
31780,2100,8.8
31781,2264,24.8
31783,883,4.3
31784,764,9
31787,1566,6.5
31788,10587,31.8
31789,855,7.4
31790,1788,12.4
31791,12138,25.1
31792,24017,43.6
31793,9640,34.8
31794,27308,92.5
31795,1781,15.7
31796,1130,7.1
31798,843,4.9
31801,3240,13.4
31803,5487,7.7
31804,5865,43.5
31805,2431,17.4
31806,5180,11.7
31807,3215,82.5
31808,6961,49.6
31810,245,6.9
31811,6272,15.1
31812,585,2.6
31814,234,6.3
31815,3677,5.7
31816,5231,59.3
31820,10815,81.8
31821,263,1.1
31822,5929,18.3
31823,797,34.1
31824,1695,6.3
31825,2358,6.8
31826,2238,17.4
31827,2174,5.4
31829,956,45.3
31830,2571,15.6
31831,3556,17.9
31832,274,3.4
31833,7188,27.2
31836,849,5.4
31901,6336,750.1
31903,19255,775.1
31904,33908,440.2
31905,18110,160.7
31906,20742,1223.8
31907,56663,928.4
31909,39309,745.5
32003,28531,661.3
32008,4538,14.8
32009,3821,14.9
32011,13805,30.8
32024,19378,50.6
32025,22374,88.7
32026,1907,1162.7
32033,4660,20.6
32034,34928,211.2
32038,10103,33.2
32040,7570,24.1
32043,24952,46.9
32044,1824,34.1
32046,9426,18.8
32052,9704,12.9
32053,3139,12.1
32054,11724,22.2
32055,17114,34.1
32058,4585,23.6
32059,2465,7.8
32060,23768,20.8
32061,457,5
32062,2085,15.3
32063,13840,50.7
32064,6888,341.8
32065,37160,730.4
32066,7664,10.2
32068,57226,194.1
32071,3856,13.4
32072,299,4.7
32073,41863,910.3
32079,461,335.8
32080,21943,500.5
32081,13266,45.7
32082,30898,336.7
32083,3563,45.2
32084,34892,241
32086,29568,144
32087,5979,15.8
32091,15311,44.8
32092,34642,86.6
32094,2254,18.2
32095,10006,56.6
32096,2179,6.3
32097,18518,45.4
32102,2195,15.7
32110,8009,11.1
32112,8054,56.1
32113,5366,31.3
32114,32923,732.7
32117,24602,826.1
32118,17349,1545.4
32119,22398,991.2
32124,5823,51.2
32127,30415,716.8
32128,19806,195.4
32129,22149,1044.1
32130,5581,22.9
32131,4560,53.9
32132,7514,373.8
32133,34,149.8
32134,7376,13
32136,7933,145.7
32137,43813,247.3
32139,854,36.2
32140,1393,24.5
32141,18828,289
32145,5659,22.8
32147,556,13.4
32148,10450,51.2
32157,202,100.1
32159,30135,351
32162,54530,751.3
32164,45207,482.5
32168,27186,55.6
32169,10502,259
32174,50869,148.5
32176,14629,1054.5
32177,26377,43.9
32179,8075,45.7
32180,3934,15.2
32181,2268,39.3
32187,2186,27.8
32189,5611,91.9
32190,1089,14.3
32193,718,40.2
32195,2986,60.7
32202,6165,1539.3
32204,7507,982.1
32205,29499,1436
32206,16500,1106.6
32207,35917,1115.3
32208,32194,1025.8
32209,35436,1418.9
32210,61496,1131.9
32211,34607,1426.3
32212,2499,142.9
32216,38073,1069.4
32217,19411,1375.3
32218,61846,213.4
32219,11931,85.9
32220,13179,81.4
32221,30227,299.7
32222,9772,290.2
32223,24039,803.1
32224,43751,710.3
32225,54496,766.1
32226,16013,71.1
32227,3087,750.6
32228,368,936.8
32233,24473,895.7
32234,5780,19.7
32244,60712,938.2
32246,51275,993.8
32250,26956,1134.8
32254,13039,422.5
32256,45688,233.9
32257,38651,1149.1
32258,31990,549.9
32259,49969,260.4
32266,7080,1162.6
32277,32029,1591.2
32301,30712,1095
32303,50436,515.3
32304,47787,1137.4
32305,20659,86.5
32308,22441,564.5
32309,31610,104.8
32310,15864,63.7
32311,21038,151.4
32312,32864,118
32317,14665,142
32320,3832,37.3
32321,6277,6.1
32322,4152,21.5
32323,422,10.8
32324,4726,30.1
32327,28319,45
32328,3032,10.8
32330,828,92.2
32331,4269,5.6
32332,1315,141.3
32333,10506,41.3
32334,2088,4.4
32336,1373,3
32340,11294,19.5
32343,3301,44.4
32344,12360,9.9
32346,1769,19.8
32347,7795,29.4
32348,12673,15.1
32350,1184,10.7
32351,18643,32.2
32352,6698,26.5
32355,224,35.2
32356,91,1.3
32358,1889,5.3
32359,1162,4.2
32361,256,42.4
32399,0,3.1
32401,22566,817.3
32403,3374,26.2
32404,40029,115.1
32405,32064,609.1
32407,10433,260
32408,18141,561.7
32409,10191,44.4
32410,987,14.2
32413,14619,69.4
32420,1983,15.8
32421,5256,12.7
32423,1025,7.5
32424,7182,19.7
32425,13480,20.5
32426,914,7.5
32427,926,12.2
32428,17179,23.9
32430,1064,5.6
32431,3975,18.1
32432,0,265.8
32433,17586,23.9
32435,7325,19.9
32437,921,7.5
32438,3473,24.9
32439,9964,29
32440,7762,27.9
32442,3132,15.3
32443,3322,19.1
32444,21730,780.5
32445,2525,39.2
32446,11303,26.3
32447,161,77.5
32448,8480,18.1
32449,637,3.7
32455,4514,7.9
32456,8437,32.8
32459,15400,80.8
32460,5831,30.5
32461,34,8.4
32462,3641,8.6
32463,171,523
32464,4311,9.1
32465,8179,15.1
32466,6450,19.2
32501,11557,1190.4
32502,3185,552.9
32503,34520,1004.7
32504,23080,773.8
32505,24965,803.8
32506,36923,402.6
32507,31288,444.1
32508,5381,278.4
32509,702,199.4
32511,1034,1820.1
32514,44759,737.2
32526,36300,240.9
32530,0,298.5
32531,5735,9.4
32533,27632,136.6
32534,14524,557.9
32535,5694,34.1
32536,23426,163.7
32539,29265,79.6
32541,18908,517.2
32542,3081,82.2
32544,2003,73.9
32547,33339,358.9
32548,21315,575.6
32550,8490,337.4
32561,9305,253.5
32563,25550,520.5
32564,2931,12.2
32565,4826,9.6
32566,38112,323
32567,3104,9.7
32568,2735,7.7
32569,12971,1072.5
32570,30768,34.8
32571,35388,107.2
32577,4321,26.9
32578,32833,483
32579,10187,883.7
32580,4364,112.9
32583,28585,68.4
32601,18579,1579
32603,7195,1903.4
32605,24684,885.2
32606,23766,493.5
32607,30624,970.3
32608,48905,454
32609,19906,64.5
32612,7606,2581.2
32615,14630,39.8
32616,1142,524.7
32617,3937,53.7
32618,8058,32.8
32619,5326,15.4
32621,5394,29.4
32622,1004,8.2
32625,1626,8.4
32626,8784,15.4
32628,5040,18.1
32631,264,60.4
32639,123,2.7
32640,10790,19.4
32641,14989,112.3
32643,11207,36
32648,570,2.8
32653,13168,126.7
32656,14433,95.6
32658,376,39.6
32664,538,139
32666,7147,41.8
32667,4090,15.7
32668,4700,16.2
32669,13098,43.3
32680,10111,15.8
32681,47,142.6
32683,140,7.1
32686,4764,26.1
32692,274,22
32693,12186,22.8
32694,2454,30.9
32696,12363,31.7
32697,334,212.8
32701,21997,1479.2
32702,2793,18.4
32703,50992,351.1
32707,35369,1405
32708,44826,879.7
32709,1986,8.5
32712,46662,270.4
32713,20697,363.9
32714,37223,1573.1
32720,31819,182.6
32724,36047,129.7
32725,48008,756.7
32726,22377,632.7
32730,5991,1739.3
32732,4809,38.5
32735,4673,397.6
32736,9922,35.7
32738,45881,655.7
32744,3764,103.1
32746,43232,712.8
32750,24389,850.2
32751,22073,1094.2
32754,10436,31.6
32757,26679,252
32759,2787,27.1
32763,23098,488.6
32764,3188,13.2
32765,65151,555.8
32766,17252,138.3
32767,3273,16
32771,54980,526.6
32773,30955,401.4
32776,12416,91.7
32778,21406,286.4
32779,29737,563.8
32780,35399,209.6
32784,12313,48.1
32789,26568,1217
32792,50991,1474
32796,20948,530.8
32798,2595,318.9
32801,12174,2036.3
32803,19583,1056.3
32804,17653,911.4
32805,20695,1266.3
32806,27768,1439.1
32807,34306,1504
32808,57443,1493.8
32809,28258,997.5
32810,39384,1344
32811,41246,1664.2
32812,35101,1470.7
32814,7155,1820.6
32817,35317,1206.7
32818,55586,1466
32819,27442,467.7
32820,9240,203.3
32821,17374,740.2
32822,60781,1548.9
32824,46545,466.1
32825,61550,712.3
32826,36464,1180.6
32827,9421,105.2
32828,65665,1046.6
32829,19888,711.7
32830,5,0.5
32831,3280,99.8
32832,24325,94.7
32833,9697,102.4
32835,46058,1634.9
32836,20154,413.3
32837,54051,882.6
32839,52371,2594.8
32901,24772,753.8
32903,14090,1344.8
32904,31206,537.9
32905,23395,897.6
32907,44097,910.9
32908,13001,218.2
32909,30798,268.3
32920,10181,977
32922,15741,1047.8
32925,1506,152.4
32926,22350,173.2
32927,26687,494.1
32931,14118,1007.3
32934,18761,276.3
32935,41550,1171.4
32937,27126,1437.1
32940,39396,94.9
32948,7908,9.9
32949,2629,53.3
32950,4222,86.1
32951,12029,506.5
32952,20732,620.3
32953,24181,272.3
32955,39127,633.9
32958,27676,350.9
32960,20960,680.8
32962,26469,715.7
32963,14790,331.5
32966,17868,20.7
32967,21111,181
32968,14015,188.4
32970,204,106.6
32976,9001,136.6
33001,323,62.3
33004,16812,1054.2
33009,41276,2983.8
33010,47231,4131.7
33012,75666,4761.2
33013,32980,3428.2
33014,41316,2543.5
33015,66272,4201.1
33016,51003,3999.3
33018,52526,914.7
33019,14933,1494
33020,44578,2636.5
33021,49350,2036.3
33023,73671,2548.4
33024,75306,2300.5
33025,71763,2148.5
33026,31045,2428.7
33027,60191,1666.1
33028,27235,1792.7
33029,47895,1005.9
33030,35701,716.9
33031,7387,106
33032,47067,699.1
33033,58224,1124.6
33034,23281,25.7
33035,15658,250.8
33036,3274,199.5
33037,10955,132.6
33039,356,155.3
33040,34784,686.2
33042,6524,88.2
33043,4928,112.3
33050,9433,379
33051,569,703.7
33054,32035,1279.6
33055,43405,2777.3
33056,36409,2226.9
33060,37168,1764.7
33062,22014,2432.4
33063,54937,2235.9
33064,61397,1954.1
33065,57399,2417.7
33066,16786,1990.5
33067,27784,986.7
33068,51617,3243.1
33069,27612,1058.2
33070,5518,472.7
33071,39839,1909.8
33073,34652,1410.9
33076,36600,1082.4
33101,0,0
33109,475,732
33122,109,0.1
33125,61492,5209.5
33126,52987,3612.9
33127,33464,3380.8
33128,7585,7353.2
33129,13128,3954.2
33130,27818,9142.5
33131,16715,14168.4
33132,12895,2475.2
33133,34460,2949
33134,41861,2772.7
33135,39789,6457.8
33136,14839,3730.7
33137,23965,3704.2
33138,29867,2524
33139,38606,5531.6
33140,21807,2684.5
33141,40005,5859
33142,58574,2869.9
33143,32197,1535.9
33144,30235,3347.1
33145,31465,4527.9
33146,16156,1854
33147,47834,2497.8
33149,13054,1015.9
33150,29839,3073.3
33154,14790,3056
33155,47450,2290
33156,34167,890.4
33157,68402,1648.1
33158,6641,925.6
33160,41113,3641.6
33161,55663,3793.4
33162,48185,3238.2
33165,56133,2841.7
33166,24830,946.4
33167,19837,1756.3
33168,29072,2704.1
33169,41525,2201
33170,13748,359.2
33172,43083,2211.7
33173,32307,2523.8
33174,34015,4057.6
33175,55334,2672
33176,52461,1575.4
33177,58129,1638.3
33178,51459,273
33179,45243,3145.5
33180,31883,3494.1
33181,19986,2209.9
33182,17379,424.5
33183,37504,2405.2
33184,21733,3336.5
33185,30959,2292.3
33186,70614,2054.3
33187,19286,159.1
33189,26937,1655.9
33190,16305,2516
33193,51378,2188.7
33194,8485,33.7
33196,51752,687.9
33301,15062,2264.9
33304,18771,2154.1
33305,12425,2108.5
33306,3378,1550.3
33308,27951,2395.5
33309,40926,1360.9
33311,73034,2380.1
33312,53552,1715
33313,62405,3363.9
33314,26188,1011.2
33315,13362,896.5
33316,9801,788
33317,38360,1422.9
33319,47021,2464.2
33321,47974,2076.5
33322,39049,2688.2
33323,21195,1219.3
33324,48807,1802.4
33325,28987,1134
33326,32946,1340.6
33327,23762,779.4
33328,28782,1126.1
33330,15226,530.7
33331,25854,722.4
33332,11518,141
33334,29478,2319
33351,35581,2293.3
33401,28287,1846.6
33403,12558,1449
33404,28717,1417.4
33405,20537,1651.2
33406,26858,1173.8
33407,30928,1182.9
33408,18248,959.5
33409,33875,1778
33410,35597,1116.4
33411,71587,589.6
33412,14918,119.1
33413,17473,814.2
33414,61301,743.3
33415,51582,2351.8
33417,33287,1677.1
33418,40225,300
33426,23155,1261.4
33428,41189,1660.1
33430,22603,72.7
33431,20967,797
33432,19578,1568.4
33433,39954,1697.5
33434,20006,1108.9
33435,36423,1931.9
33436,44249,1378.6
33437,38921,1278.3
33438,265,8.4
33440,19878,11.6
33441,27050,2169.5
33442,28846,1622.8
33444,23770,1553.4
33445,32261,1425.6
33446,24983,400
33449,11602,225.1
