zip,population,density
83861,6426,4.8
83864,18035,14.4
83866,50,1.9
83867,547,52.8
83868,793,31
83869,5007,26.7
83870,333,1.7
83871,2101,6.7
83872,563,6.6
83873,1454,3
83874,0,0.6
83876,1822,4.7
84001,702,12.4
84002,325,2.2
84003,48791,283
84004,10423,129.3
84005,29803,268.1
84006,1041,15.2
84007,662,6.3
84010,46327,1150.6
84013,1048,9.8
84014,17166,1070.4
84015,65730,1140.5
84017,4119,2.9
84018,119,0.5
84020,47402,609.7
84021,3992,1.9
84022,595,1.1
84023,218,0.7
84024,71,3.1
84025,23234,577.6
84026,1467,15.2
84027,471,0.9
84028,793,6.5
84029,10670,10.8
84031,229,0.3
84032,22464,21.2
84033,1253,7.6
84034,150,0.1
84035,394,0.5
84036,7247,7.3
84037,38058,689.9
84038,271,3.1
84039,910,4
84040,23687,833.7
84041,51333,1162
84042,10809,484.8
84043,62382,607.7
84044,27454,214.8
84045,26738,319.7
84046,383,2.4
84047,33531,1788.5
84049,5442,20.2
84050,11272,9.6
84051,461,3
84052,1566,3.7
84053,1076,7.6
84054,20005,745.7
84055,1391,3.5
84056,3336,135.6
84057,40034,2243
84058,38610,992.9
84060,8488,104.6
84061,289,5
84062,47813,410.5
84063,234,0.4
84064,865,1.7
84065,42161,707.3
84066,12191,26
84067,39085,1768
84069,549,3
84070,28362,1334.2
84071,1001,4.2
84072,448,1.2
84073,289,4.3
84074,50853,156.7
84075,28485,667.9
84076,449,8.4
84078,30202,10.8
84080,369,3.4
84081,47752,1075.1
84082,866,2.7
84083,1274,0.3
84084,38383,1863.1
84085,463,2.1
84086,421,1.5
84087,15481,416.4
84088,37435,1460.4
84092,29567,208.7
84093,23495,1644.2
84094,29015,2122.4
84095,68803,861.6
84096,48061,183.6
84097,21674,1370.2
84098,19362,81.3
84101,4761,1119.3
84102,18099,3792.1
84103,21914,538.9
84104,26016,452.3
84105,22477,2809.3
84106,36047,2135.1
84107,33978,1589.2
84108,22433,116.5
84109,24448,149.4
84111,12134,2893
84112,1989,869.7
84113,248,404.3
84115,26957,1546.8
84116,35041,343.5
84117,25240,1642
84118,73078,1538.5
84119,53910,1699.2
84120,52103,1857.9
84121,40752,250.1
84123,38839,1780.3
84124,22303,1415.8
84128,26855,1056.4
84180,0,0
84301,729,77.6
84302,25492,159
84304,0,1.2
84305,788,7
84306,430,6.9
84307,1137,1.2
84308,231,5.1
84309,420,24
84310,3984,14.1
84311,634,39.2
84312,4513,66.4
84313,89,0.1
84314,1238,49.5
84315,8928,165
84316,248,0.6
84317,2083,4.1
84318,4526,332.6
84319,8235,31.3
84320,2673,19.4
84321,46655,88.4
84324,604,22.7
84325,2358,21.7
84326,1822,227.2
84327,841,21.3
84328,1637,11.1
84329,88,0.2
84330,348,6.7
84331,265,1.9
84332,7570,666.7
84333,2870,41.9
84334,342,97.8
84335,12885,67.1
84336,184,0.4
84337,12422,25.2
84338,417,16.9
84339,5402,34.6
84340,3755,107.6
84341,23426,634
84401,38644,466.2
84403,37828,392.4
84404,62937,233.6
84405,32271,672
84414,29750,629.3
84501,13469,36.5
84511,4439,4.2
84512,781,1.5
84513,1575,58.5
84515,0,0
84516,166,3.7
84518,827,4.1
84520,1073,88.8
84521,834,5.7
84522,295,2.3
84523,1755,6.1
84525,960,0.4
84526,3794,5
84528,2393,6
84529,230,54.8
84530,388,0.6
84531,913,0.4
84532,10043,2.6
84533,187,0.1
84534,2702,2.3
84535,3170,0.5
84536,1869,0.9
84537,1443,6.2
84539,268,3.6
84540,146,0
84542,1522,104.1
84601,34312,869.7
84604,46467,151.5
84606,35744,1101.4
84620,923,27.5
84621,91,12.7
84622,1771,30.2
84623,287,7.5
84624,5723,4.5
84626,197,1.8
84627,7357,73.1
84628,523,13.5
84629,2638,3.8
84630,454,1.1
84631,3066,7.2
84632,1133,16.8
84633,1331,9.5
84634,3388,31.2
84635,732,8.8
84636,490,2.8
84637,765,2.1
84638,316,2.4
84639,1000,1.8
84640,95,1.3
84642,3662,27.3
84643,411,9
84645,3072,12
84646,1847,16.5
84647,4403,14.1
84648,6111,14.4
84649,996,1.3
84651,25829,83.1
84652,809,28.5
84653,9086,138.3
84654,2653,4.2
84655,12405,89.4
84656,312,7
84657,665,9.4
84660,41519,105.2
84662,1321,6.7
84663,33466,84.6
84664,9350,181.6
84665,524,9
84667,384,9.6
84701,8860,12.5
84710,160,1.6
84711,718,7.8
84712,109,0.4
84713,3521,14.4
84714,344,0.8
84715,278,6.2
84716,245,0.4
84718,294,2.5
84719,77,0.6
84720,21533,24.5
84721,23086,31.9
84722,679,17.1
84723,830,16.9
84724,1208,121.4
84725,1699,4.5
84726,864,1
84728,39,0.2
84729,236,1.5
84730,294,9.3
84731,225,1
84732,33,3.2
84733,155,0.7
84734,281,0.1
84735,237,0.8
84736,242,10.9
84737,17541,29
84738,8517,120.4
84739,543,7
84740,170,1.5
84741,5981,1.6
84742,213,3.6
84743,17,0.4
84744,306,4.1
84745,4312,90.9
84746,933,47.9
84747,1287,6.3
84749,287,2.1
84750,785,1.4
84751,1991,2.2
84752,905,11.6
84753,12,0
84754,3841,22.3
84755,47,0.5
84756,349,1
84757,1111,8.8
84758,585,2.7
84759,2098,1.6
84760,506,1.5
84761,3250,8
84762,236,0.4
84763,319,5.6
84764,270,2.5
84765,6689,248.8
84766,344,1.1
84767,540,1
84770,41454,288.4
84772,260,9.7
84773,260,1.2
84774,2011,13
84775,301,0.3
84776,619,20.8
84779,600,1.2
84780,24872,196.9
84781,245,1
84782,932,12.5
84783,849,6.6
84784,2916,75
84790,44224,308.6
85003,8419,1953.9
85004,6552,939.7
85006,28176,2546.1
85007,14751,1187.1
85008,62992,2069.8
85009,49536,1298.1
85012,7012,1124.4
85013,20902,2005.9
85014,27395,2289.3
85015,39866,2976.6
85016,35167,1449
85017,41993,2862.9
85018,38833,1252.2
85019,26659,2578.3
85020,34782,1426.6
85021,42002,2166.7
85022,51426,1915.3
85023,34488,1653.3
85024,24675,313.8
85027,36539,1020.1
85028,19389,738
85029,45958,1748.2
85031,32737,2905.6
85032,72830,2035.1
85033,65759,3359
85034,4772,188.7
85035,58327,3207.9
85037,55567,2111.6
85040,35358,1113.9
85041,62491,1336.6
85042,46570,1052.3
85043,39757,624.2
85044,41449,1017.9
85045,7063,772.4
85048,35252,655.2
85050,30647,681.5
85051,44042,2467.9
85053,29976,2111
85054,6896,231
85083,19605,710
85085,22211,264
85086,42272,268
85087,8510,39.7
85118,12908,29.7
85119,22447,186
85120,31795,608.9
85121,1676,11.5
85122,57860,393.2
85123,11845,155
85128,16745,35
85131,19387,25.8
85132,36774,21.5
85135,470,551.8
85137,2576,4.3
85138,36636,175.3
85139,18184,35.9
85140,46804,422.7
85141,401,4.7
85142,65881,265.7
85143,38235,375.9
85145,3763,36.6
85147,3551,24.6
85172,2072,8
85173,3048,29.7
85192,1940,2.3
85193,5077,7.3
85194,7472,34.2
85201,51519,1906.1
85202,39245,2288.5
85203,39069,1497.7
85204,69278,2373.1
85205,42171,1572.2
85206,36901,1341.9
85207,49727,578.7
85208,37967,1494.3
85209,40201,1303.2
85210,40919,2138.5
85212,33724,266.9
85213,36902,1296.3
85215,16929,74.4
85224,44333,1770.7
85225,70066,2103.7
85226,38884,180
85233,35284,1490.5
85234,49894,1625.6
85248,33302,380.7
85249,39052,1031.7
85250,17734,652.8
85251,41575,1801.6
85253,18643,366.1
85254,46333,1296.5
85255,41625,164.3
85256,5862,58.2
85257,33369,1575.9
85258,25152,1050.9
85259,23124,403.8
85260,38934,959.4
85262,11546,34.4
85263,2600,2.4
85264,1388,2.3
85266,12937,257
85268,24812,425.4
85281,65283,1657.6
85282,54649,1681.9
85283,51119,1967.1
85284,18945,819.4
85286,42979,925.3
85295,45763,1170.9
85296,43643,1254.9
85297,33029,987
85298,30987,579.5
85301,68300,2505.5
85302,40434,2335.4
85303,33380,1848.2
85304,27746,1794.9
85305,12760,659.4
85306,25206,1666.4
85307,11212,286.5
85308,66057,1444
85309,681,167.1
85310,19649,805.1
85320,1480,0.8
85321,4370,1.1
85322,626,0.8
85323,42812,820.7
85324,3172,3.8
85325,1243,0.6
85326,60999,54.1
85328,302,0.6
85331,29905,92.6
85332,1693,2
85333,715,0.4
85334,939,8.8
85335,35004,1230.5
85336,441,70.4
85337,2669,1.9
85338,48517,215
85339,46251,64.7
85340,33531,336.6
85341,0,10.7
85342,1380,1.3
85343,195,9.5
85344,10741,8.2
85345,56790,1662.5
85346,4493,2.7
85347,679,1.3
85348,2295,2.4
85349,30795,548.5
85350,22306,83.2
85351,29107,988
85352,510,2.9
85353,41818,552.2
85354,7547,4.3
85355,12385,96
85356,4889,10.6
85357,342,0.5
85360,156,0.1
85361,5743,21.8
85362,700,3.5
85363,6747,1495.7
85364,74382,732.5
85365,50690,13.1
85367,22526,173.9
85371,346,0.9
85373,19088,588.1
85374,47709,1120.8
85375,28759,580
85377,3299,139.1
85379,47791,1425.8
85381,25446,1408.3
85382,39556,1578.2
85383,50308,151
85387,10651,67.6
85388,29408,691.4
85390,8706,5.6
85392,38856,1440.8
85395,29710,701
85396,19085,56.8
85501,13020,9.2
85530,1824,1.9
85531,417,57.7
85533,3527,1
85534,2766,2.3
85535,0,1.9
85536,375,1.1
85539,4595,31.1
85540,3176,11.1
85541,21812,10.8
85542,3623,5.6
85543,3705,2.5
85544,2487,6.9
85545,520,0.6
85546,20765,11.3
85550,4994,3.3
85551,389,2.9
85552,6572,100.2
85553,1634,1.9
85554,624,0.4
85601,646,2.2
85602,9033,4.9
85603,6770,12.3
85605,516,0.7
85606,1040,3.6
85607,15411,8.8
85608,4978,481.1
85609,199,1.2
85610,978,1.2
85611,839,1.2
85613,5480,46.2
85614,23617,62.3
85615,9442,17.4
85616,5384,16.1
85617,1231,2.2
85618,1954,5.9
85619,157,0.1
85620,639,324.4
85621,22274,31.5
85622,6233,50.1
85623,5337,4.5
85624,1316,1.4
85625,2211,3
85626,1086,535.2
85627,1243,21.7
85629,25362,39.5
85630,1995,6
85631,3771,12
85632,811,0.4
85633,45,0.1
85634,6637,0.9
85635,33767,187.8
85637,1245,4.1
85638,1871,2.4
85640,255,23
85641,26441,18.1
85643,8475,1.8
85645,2410,4.2
85646,1286,3.9
85648,19771,46.9
85650,15747,141.3
85653,17978,16.7
85654,0,608.9
85658,11586,13.4
85701,5347,1330.4
85704,32351,668.1
85705,56450,1633.8
85706,55352,1701.2
85707,665,56
85708,4025,800.3
85710,54663,1740.1
85711,39521,1862.6
85712,33612,1852.4
85713,46640,817
85714,15693,880.5
85715,17137,1023.2
85716,30313,1798.1
85718,26398,277.3
85719,48369,2074.9
85723,0,0
85724,0,0
85726,0,0
85730,38219,318.8
85735,11274,22.8
85736,4612,5.4
85737,21795,332.1
85739,18511,37
85741,35219,1265.9
85742,27899,338.8
85743,30217,116.7
85745,39414,212.2
85746,44823,217.8
85747,25777,150.9
85748,18372,590.5
85749,18813,122.2
85750,24535,469.3
85755,16434,173.1
85756,42023,203
85757,20312,255.2
85901,18344,25.5
85911,2222,1.1
85912,292,1.6
85920,434,1.7
85922,37,0
85923,469,3.8
85924,2696,1.3
85925,4938,64.1
85926,453,14.9
85927,132,0.5
85928,1327,1.5
85929,7407,53.2
85930,1337,2.2
85931,203,0.3
85932,378,1.1
85933,2659,12.7
85934,322,3.8
85935,4832,37.9
85936,4447,1.7
85937,7793,9.6
85938,2212,2.5
85939,4248,30.4
85940,1325,6.8
85941,11149,4.6
85942,87,0.6
86001,46041,17.8
86003,3,0.4
86004,35798,18.9
86011,9124,3624.5
86015,470,27.3
86016,41,0.2
86017,868,1.9
86018,860,2.9
86020,2216,0.6
86021,6023,88.3
86022,2053,1.5
86023,2485,3.7
86024,649,0.5
86025,5660,3.1
86028,0,0.1
86029,175,2
86030,1531,2.3
86031,1704,1.6
86032,1688,2.9
86033,7407,2.6
86034,1927,1.8
86035,2095,1
86036,400,0.2
86038,26,0.6
86039,1273,1.9
86040,10821,5.3
86042,2181,9.7
86043,2838,6.6
86044,3362,1.6
86045,11634,3.2
86046,5266,1.6
86047,15393,3.4
86052,255,0
86053,2287,1.2
86054,1718,1.8
86301,22919,257.4
86303,17194,49.4
86305,18204,5.4
86313,237,884.4
86314,38932,183.8
86315,7676,45.9
86320,2045,0.8
86321,2217,2.9
86322,12002,11.5
86323,16394,43.1
86324,4589,9.6
86325,5449,33.2
86326,25015,166.6
86327,9010,17.1
86329,1055,12.3
86331,445,4.2
86332,1810,1.3
86333,7417,4.5
86334,4351,8.5
86335,5364,10
86336,11788,19.4
86337,1305,0.4
86338,464,1
86343,68,0.7
86351,6323,61.3
86401,25709,8.4
86403,18119,608.9
86404,16525,36.2
86406,22995,37.4
86409,28158,30.6
86411,217,0.2
86413,12574,6.6
86426,14587,147.7
86429,7743,33
86431,459,2.7
86432,3735,0.5
86433,0,0.3
86434,1657,0.7
86435,15,0.2
86436,1079,7.3
86437,115,0.4
86438,837,0.3
86440,7329,23.3
86441,2404,1.7
86442,33551,338.5
86443,0,0.1
86444,986,1
86445,221,0.4
86502,1290,0.8
86503,11143,5
86504,7003,7.9
86505,8002,2.9
86506,1165,3
86507,2217,4.1
86508,726,4.2
86510,4693,2.8
86511,3658,3.9
86512,2889,1.6
86514,2936,1.6
86515,4672,15.7
86520,1689,2.8
86535,1298,1.7
86538,2026,4.5
86540,1043,1.7
86544,1175,2
86545,1373,1.9
86547,1232,3.5
86556,2073,3.3
87001,3745,11.8
87002,21691,25.2
87004,11319,68.6
87005,405,10.4
87006,1324,4.7
87007,1004,17.4
87008,2550,34.8
87010,1010,2.7
87011,47,0.1
87012,255,1.1
87013,5350,1.1
87014,616,1.1
87015,12889,33.7
87016,3308,1.9
87017,346,1
87018,606,1.7
87020,11172,4.2
87021,3582,173.6
87022,853,170.5
87023,623,82.2
87024,2453,9.9
87025,1082,1.4
87026,4112,3.1
87027,309,3.3
87028,733,0.8
87029,260,0.3
87031,44451,33.5
87032,282,7.1
87034,2034,1
87035,7624,12.8
87036,1618,0.7
87037,680,0.9
87038,671,9.3
87040,469,10.7
87041,772,2.5
87042,3577,310.8
87043,4497,22.8
87044,288,10.6
87045,1766,4.3
87046,162,1.2
87047,4402,14.2
87048,9073,303.6
87049,1336,5.9
87051,1251,5.9
87052,3118,31.4
87053,1331,1.3
87056,1077,0.8
87059,10294,26
87061,373,1.1
87062,1365,5.6
87063,240,0.4
87064,84,0.4
87068,4885,19.8
87070,189,0.6
87072,643,11.6
87083,522,165.6
87102,19912,1258.8
87104,13486,1101
87105,59129,237.6
87106,25119,987.2
87107,30828,814.4
87108,37248,2540
87109,39341,1538.5
87110,38753,1724.9
87111,58203,1004.6
87112,42041,2082.7
87113,15521,621.1
87114,68676,1122
87116,3940,483.9
87117,361,6.2
87120,62226,582.5
87121,78900,115.6
87122,18422,260.4
87123,43960,463.1
87124,54780,281.7
87144,42619,163.3
87301,24123,110.8
87305,3416,5.7
87310,1151,2
87311,4021,8.4
87312,504,4.5
87313,5931,2.3
87315,188,0.1
87316,1188,4.1
87317,1696,32.3
87319,1831,4.2
87320,540,3.6
87321,2112,1.4
87322,172,51.4
87323,4123,6.1
87325,3089,2.1
87326,1890,3.8
87327,9560,5.3
87328,2411,5.5
87347,156,3.4
87357,818,3.4
87364,973,2.8
87375,3171,12.9
87401,47483,136.9
87402,9854,371.5
87410,17287,25.3
87412,746,0.7
87413,16955,10.1
87415,1370,63
87416,5390,21.5
87417,5703,224.1
87418,958,6.7
87419,365,0.6
87420,12106,8.6
87421,1584,17.9
87455,1741,1.9
87461,1264,1.7
87499,516,0.7
87501,15871,73.3
87505,30659,173
87506,13209,24.6
87507,48947,213.6
87508,19400,47.5
87510,738,1
87511,2896,19.2
87512,63,0.4
87513,801,11.7
87514,866,29.6
87515,363,0.9
87516,102,0.9
87517,346,1.7
87518,9,0.4
87519,482,7.8
87520,1237,2.1
87521,835,3.9
87522,2637,8.4
87523,759,21.7
87524,92,0.8
87525,95,1.3
87527,761,9.4
87528,3505,1.7
87529,4637,54.8
87530,1110,2.7
87531,510,4
87532,18756,61.7
87533,133,3448.7
87535,1122,7.6
87537,2510,19.2
87538,597,2.4
87539,22,1.3
87540,963,4.2
87543,85,4.7
87544,18356,124.2
87548,1341,10.7
87549,518,4.6
87551,297,3.9
87552,3963,8.7
87553,1469,22.8
87554,0,0.5
87556,2378,4.6
87557,6399,24.3
87558,439,1.8
87560,1220,1.2
87562,256,3.8
87564,284,5.2
87565,375,3.8
87566,3612,55.6
87567,1378,194.1
87569,460,2.2
87571,12132,29.7
87573,38,0.1
87574,256,24.1
87575,775,0.5
87577,385,0.5
87578,245,5.4
87579,888,2.8
87580,466,7.4
87581,32,0.4
87582,460,27.8
87583,179,3.1
87701,19039,4.8
87710,1492,4.4
87711,655,1.2
87712,309,1.6
87713,170,1.6
87714,1162,1.1
87715,469,4.9
87718,370,1.9
87722,684,1.7
87723,426,7.9
87724,21,6
87728,468,1.2
87729,29,0.5
87730,23,0
87731,244,1
87732,1531,4.2
87733,139,0.1
87734,212,0.5
87735,75,1
87736,151,3.5
87740,7163,2.6
87742,481,1.8
87743,245,0.3
87745,769,1.9
87746,55,0.1
87747,1423,0.9
87749,219,0.6
87750,0,0.4
87752,355,0.2
87753,174,0.6
87801,9744,27.6
87820,106,0.4
87821,589,0.1
87823,1149,5.7
87824,83,0.5
87825,2057,0.4
87827,110,0.2
87828,350,83.5
87829,683,0.2
87830,1571,0.5
87831,275,5.7
87832,150,0.2
87901,6398,3.4
87930,715,2.2
87931,768,2.2
87933,138,33.5
87935,1570,18.9
87936,255,16.6
87937,2725,7.1
87939,128,0.4
87940,977,4
87941,903,59.5
87942,1012,2.3
87943,146,0.1
88001,36800,1273.7
88002,1170,3.6
88003,500,1043.1
88004,819,6.9
88005,27284,212.7
88007,23350,25
88008,8337,44.9
88009,49,0.1
88011,31196,73
88012,29044,27.5
88020,667,0.3
88021,19189,8.9
88022,1348,44.2
88023,2504,131.9
88024,251,122.8
88025,255,0.5
88026,1491,125.8
88027,292,2.6
88028,272,1.5
88029,1244,4
88030,22991,3.5
88032,252,440.5
88033,0,0.1
88034,44,0.4
88038,341,0.4
88039,333,0.2
88040,105,0
88041,1117,1.1
88042,198,0.2
88043,1573,9.8
88044,3527,12.7
88045,3450,1.3
88046,655,112.8
88047,2301,104.2
88048,2561,76.2
88049,357,0.8
88051,114,0.1
88052,200,102.4
88053,209,4.8
88055,39,0
88056,197,0.7
88061,17768,5
88063,13961,434.7
88065,532,170.1
88072,1935,39.6
88081,16974,15.3
88101,46995,32.7
88103,312,24.4
88112,173,0.3
88113,77,0.5
88114,15,0.1
88115,94,10.5
88116,450,0.1
88118,336,0.4
88119,1976,0.4
88120,221,0.3
88121,95,0.2
88124,1037,0.5
88125,75,0.1
88126,53,0.2
88130,17696,11.5
88132,249,0.4
88134,57,0.1
88135,1583,4.1
88136,27,0.1
88201,26539,4.3
88203,30746,8.2
88210,18420,5.2
88220,36708,6.4
88230,4880,8.1
88231,3412,3.4
88232,2408,5.2
88240,40860,22.9
88242,7174,42.8
88250,300,0.2
88252,2115,0.9
88253,771,1.9
88254,29,1.3
88255,22,7.4
88256,1693,1.5
88260,15142,7.3
88262,13,0.2
88263,182,0.7
88264,27,0.1
88265,135,1.2
88267,1233,0.5
88268,173,18.2
88301,1185,0.6
88310,36282,32.3
88311,1259,140.1
88312,2719,10.3
88314,56,1.7
88316,2123,0.8
88317,1654,2.9
88318,264,0.1
88321,86,0.1
88323,0,46.5
88324,268,2.1
88325,808,3.4
88330,3879,857.5
88336,461,0.8
88337,2139,22.1
88338,87,0.7
88339,518,0.5
88340,3730,1.9
88341,590,2.1
88342,91,3.4
88343,5,0.1
88344,25,0.1
88345,8418,103.5
88346,2874,20.2
88347,118,1
88348,348,11.9
88349,14,0.9
88350,301,1
88351,162,0.1
88352,4812,4.1
88353,152,0.3
88354,0,0.3
88355,0,638.9
88401,6481,2.5
88410,105,0.1
88411,46,0.1
88414,41,3.4
88415,3546,1.1
88416,35,1
88417,0,0.1
88418,213,0.2
88419,132,0.1
88421,39,0
88422,61,0.1
88424,60,0.1
88426,981,0.7
88427,211,0.2
88430,93,0.2
88431,61,0.1
88434,458,0.4
88435,3787,0.8
88436,50,0.5
89001,1441,0.2
89002,34953,1383.1
89003,881,1.3
89004,347,2.8
89005,15680,47.4
89007,1122,1.6
89008,1324,0.3
89010,487,0.4
89011,25826,457.2
89012,35075,1039.9
89013,363,0.1
89014,39698,1881.7
89015,42748,401.8
89017,102,0.2
89018,4837,6.9
89019,2376,2.2
89020,1407,1.6
89021,3400,34.1
89022,0,0.2
89025,1171,0.8
89026,0,2.2
89027,17904,200
89029,7707,30.9
89030,48382,2221
89031,68201,2462.1
89032,44034,1513.9
89039,140,1.5
89040,3632,2.8
89042,990,2.7
89043,1317,0.3
89044,20406,175.7
89045,2051,0.5
89046,316,0.3
89047,115,7.6
89048,21408,106.7
89049,2554,0.6
89052,54586,350.8
89054,40,8.1
89060,9042,8.5
89061,5828,27.9
89074,49397,2026.5
89081,36060,1544
89084,27218,769.8
89085,3848,2550.7
89086,6060,269.7
89101,41600,3324.4
89102,38637,2575.1
89103,52149,2911.1
89104,38703,2717.8
89106,26018,1879
89107,38165,2563.2
89108,73678,3018.9
89109,7844,673.7
89110,71573,2468.3
89113,30626,824.5
89115,61811,908.7
89117,55061,2343.3
89118,22105,705
89119,52278,1476.6
89120,25124,1292
89121,64340,2684.6
89122,49934,1951.1
89123,60138,2040.1
89124,1051,0.3
89128,36753,2295.1
89129,56716,1977.7
89130,35776,1665.9
89131,48710,1037.2
89134,24410,1401
89135,27654,204.4
89138,16498,1112
89139,40490,1109.2
89141,33008,909.6
89142,35376,2735.3
89143,13159,1443
89144,19787,1840.5
89145,24385,1949.2
89146,18927,1535
89147,53140,2594
89148,52967,1244.4
89149,39372,1001
89156,29323,330.4
89161,209,3.7
89166,22225,26.4
89169,21589,2651.5
89178,37116,557.5
89179,6934,7.6
89183,40511,1983.4
89191,628,48.9
89301,7901,1.5
89310,356,0.1
89311,121,0.4
89314,299,0.4
89316,1272,0.4
89317,278,2
89318,1271,16.7
89319,142,16.4
89402,16,263.7
89403,15775,27.1
89404,28,0.1
89405,145,0.2
89406,23972,6.1
89408,19951,51.1
89409,162,0.2
89410,11172,23.4
89411,635,15.8
89412,195,0
89413,571,16
89414,179,0.2
89415,3111,4.8
89418,369,0.6
89419,5523,4.3
89420,0,0.6
89421,578,0.3
89422,111,0.1
89423,10345,58.3
89424,275,0.6
89425,426,0.2
89426,144,0.3
89427,1207,1.2
89428,131,56.3
89429,7278,17.5
89430,393,4.2
89431,38601,1443.4
89433,21404,501.9
89434,25795,328.2
89436,42038,348.7
89438,108,0.4
89439,1355,37.5
89440,902,25.3
89441,12832,107.4
89442,1125,2.7
89444,2650,3.6
89445,16189,1.6
89446,0,3
89447,7519,4
89448,1442,53.3
89449,3091,115.2
89450,61,1170.6
89451,8543,136.3
89460,13619,94.3
89501,4054,2590.5
89502,45772,758
89503,29097,1659.3
89506,42053,156.7
89508,12695,28.2
89509,34956,1440.2
89510,1574,0.6
89511,25690,64.8
89512,26418,1565.4
89519,8483,415.9
89521,31329,129.4
89523,34675,642.9
89701,26581,320.3
89702,0,0
89703,9869,147.8
89704,3782,21.6
89705,5381,44.5
89706,19760,237.6
89801,26177,5.2
89815,14368,8.2
89820,5481,1
89821,468,0.5
89822,2072,1.7
89823,77,0.3
89825,1582,11.3
89826,0,0.2
89828,381,0.8
89830,160,0.1
89831,0,0.1
89832,1351,3.8
89833,108,0.2
89834,147,0.1
89835,1732,0.3
89883,4320,5.8
90001,58975,6295.8
90002,53111,6458.9
90003,72741,7204.7
90004,61586,7876.3
90005,39479,13421.3
90006,61698,11903.1
90007,41716,6403.9
90008,31739,3398.1
90010,3702,3208.3
90011,109414,9359.3
90012,35913,3711.6
90013,11937,6774.5
90014,8335,9550.9
90015,21801,4285.4
90016,46581,5066.6
90017,26728,12635.3
90018,53256,6574.4
90019,66245,6401
90020,39102,13310.8
90021,2922,736.8
90022,65890,5919.7
90023,46780,4195.7
90024,50288,6239.3
90025,47967,6333.7
90026,69589,6203.7
90027,44686,2143.2
90028,30734,7273.3
90029,37898,10949.3
90031,38535,4395.7
90032,47627,3708.2
90033,47583,5772.8
90034,55652,7191.9
90035,28085,5357.4
90036,37988,5761.9
90037,65016,8475
90038,27660,7127.3
90039,29589,2920
90040,12645,866.1
90041,29516,2935.1
90042,63911,5186.6
90043,44627,4183.6
90044,96436,6748.4
90045,41149,1420.4
90046,50587,3242.8
90047,48883,3967.2
90048,22892,4381
90049,36964,912.1
90056,7795,1913.2
90057,49492,19618
90058,2758,214.3
90059,45952,4771.9
90061,27646,3897.9
90062,34422,6553.3
90063,52951,6578.6
90064,25429,2445.3
90065,47887,3329.9
90066,59394,4336.8
90067,2314,2852.1
90068,20982,1110.6
90069,20435,3740.7
90071,0,47
90073,916,613.7
90077,8993,493.7
90079,0,0
90089,3862,4331.1
90090,0,0
90094,9368,3460.4
90095,0,2.9
90201,102433,6586.1
90210,19909,829.1
90211,7969,4649.4
90212,13156,4670.3
90220,53703,2756
90221,52322,3889
90222,32850,4782
90230,32808,2719.9
90232,14660,2777.2
90240,26205,3393.7
90241,44143,3324.6
90242,42553,3689.9
90245,16850,1177
90247,47531,4883.7
90248,11512,818.2
90249,26587,3457.8
90250,96836,5374.7
90254,19650,5278.8
90255,75560,7794.8
90260,35161,5031.3
90262,70936,5571.8
90263,1846,2755
90265,18389,64.9
90266,35573,3446.3
90270,27454,8376.2
90272,22551,388.7
90274,25279,813.1
90275,42421,1193.6
90277,34506,3804.3
90278,40649,4293.5
90280,95103,4989.2
90290,5371,122.6
90291,27525,4379.7
90292,22490,4091.9
90293,12694,1638.6
90301,37291,5698.8
90302,30828,5998.7
90303,24693,4538.5
90304,25591,6952.5
90305,15397,2481.2
90401,7256,3058.2
90402,11866,2360.4
90403,24354,6633.2
90404,22819,4138.6
90405,28115,3967.1
90501,42335,2964.5
90502,18188,3111
90503,44908,3234.8
90504,33721,2784.8
90505,37641,2444.3
90506,0,0
90601,33058,1088
90602,25981,2682.1
90603,21299,2369.4
90604,42063,3570.6
90605,40957,2755.2
90606,32803,3306.5
90620,46842,2723.9
90621,35398,3271.7
90623,15813,3309.1
90630,49169,3024.5
90631,69502,1878.6
90638,49383,2404.8
90640,63177,2844.3
90650,105886,4154.1
90660,63380,3135.2
90670,16578,678.3
90680,30321,4281.2
90701,16858,3929.9
90703,50963,2173.1
90704,3922,21.1
90706,77529,4841.7
90710,28185,4175.3
90712,31063,2839.6
90713,29061,3176.9
90715,20136,4629.2
90716,14344,5881.1
90717,21696,4154.6
90720,22389,1371.2
90723,54776,4458.8
90731,61850,2515.4
90732,22273,2379.3
90740,24494,1043.4
90742,699,1740.9
90743,267,2124.8
90744,57206,2491.9
90745,56821,2663.4
90746,26996,1720.4
90747,0,0
90755,11555,1962.2
90802,39453,2342.2
90803,32389,3066.6
90804,39344,7361.5
90805,96708,4901.2
90806,42817,4756.1
90807,32067,2082.1
90808,38860,2148.3
90810,38579,2118.1
90813,59000,7087.2
90814,18587,5453.5
90815,41026,2154.5
90822,139,278
90831,0,0
91001,37711,1689.5
91006,33012,1938.1
91007,34523,2368.1
91008,1141,265.3
91010,26601,1430
91011,20423,660.6
91016,41671,1846.5
91020,8720,4320.4
91024,11006,1427.6
91030,25794,2899.5
91040,20207,958.9
91042,26631,213.5
91046,143,6019.9
91101,21394,5939.5
91103,28425,1969.4
91104,37974,3728.6
91105,12191,1176.9
91106,25375,3176
91107,32364,1545.6
91108,13538,1353.7
91201,23619,3736
91202,23317,4300.7
91203,15000,6235.9
91204,18720,5507.2
