Zip,Median,Mean
25916,"38,125","46,553"
25917,"30,225","41,388"
25918,"35,891","59,077"
25920,"52,328","56,817"
25921,"33,640","39,716"
25922,"31,644","43,244"
25928,"35,972","42,013"
25932,"52,328","56,817"
25936,"23,111","35,308"
25938,"31,769","40,635"
25942,"36,500","41,222"
25951,"26,993","35,825"
25958,"28,897","36,779"
25962,"30,411","36,964"
25969,"36,518","40,682"
25971,"35,749","47,013"
25972,"28,893","36,791"
25976,"24,667","35,926"
25977,"25,657","36,008"
25978,"36,518","40,682"
25979,"36,717","41,168"
25981,"31,355","39,889"
25984,"28,731","37,376"
25985,"25,657","36,008"
25989,"34,356","60,880"
26003,"41,655","54,799"
26030,"38,333","48,540"
26031,"31,889","39,534"
26032,"54,788","77,584"
26033,"33,538","42,686"
26034,"38,575","47,395"
26035,"40,181","51,931"
26036,"33,142","41,959"
26037,"41,085","51,728"
26038,"42,060","63,724"
26039,"34,264","42,851"
26040,"31,806","39,556"
26041,"33,424","51,370"
26047,"34,202","48,787"
26050,"27,304","39,827"
26055,"35,530","45,892"
26056,"31,797","42,843"
26059,"46,334","60,322"
26060,"44,027","56,704"
26062,"39,295","55,787"
26070,"42,282","56,775"
26074,"47,193","67,805"
26075,"38,333","48,540"
26101,"34,545","44,535"
26104,"45,799","58,304"
26105,"43,798","57,749"
26133,"42,193","48,166"
26134,"39,671","47,625"
26136,"29,259","43,980"
26137,"28,484","42,375"
26138,"41,089","46,273"
26141,"31,974","44,237"
26142,"45,697","53,148"
26143,"37,955","45,877"
26146,"33,641","42,775"
26147,"28,534","42,956"
26148,"30,051","38,412"
26149,"32,441","41,368"
26150,"54,267","59,621"
26151,"25,560","38,761"
26152,"41,089","46,273"
26155,"37,715","48,458"
26159,"36,381","45,962"
26160,"32,500","43,469"
26161,"30,143","38,477"
26164,"37,275","45,183"
26167,"36,168","43,298"
26169,"42,581","48,534"
26170,"37,957","46,591"
26175,"34,673","45,298"
26178,"30,051","38,412"
26180,"45,124","54,856"
26181,"48,829","62,620"
26184,"46,444","62,682"
26187,"52,302","67,552"
26201,"38,223","49,071"
26202,"35,415","46,724"
26203,"30,094","40,647"
26205,"26,793","35,309"
26206,"31,091","40,803"
26208,"32,391","40,913"
26209,"31,537","35,681"
26215,"30,094","40,647"
26217,"30,094","40,647"
26218,"30,853","39,089"
26222,"30,094","40,647"
26224,"35,712","44,227"
26228,"30,754","38,986"
26230,"35,504","44,062"
26234,"30,754","38,986"
26236,"35,165","43,559"
26237,"35,057","43,447"
26238,"30,807","39,861"
26241,"37,541","48,457"
26250,"31,275","41,450"
26253,"44,373","50,921"
26254,"35,640","42,983"
26257,"35,833","44,375"
26259,"38,438","46,382"
26260,"31,996","61,569"
26261,"30,267","40,921"
26263,"34,291","49,865"
26264,"31,464","33,450"
26266,"30,094","40,647"
26267,"34,933","43,530"
26268,"33,501","41,274"
26269,"34,096","46,803"
26270,"35,640","42,983"
26271,"31,996","61,569"
26273,"27,667","36,614"
26275,"30,412","40,845"
26276,"39,135","45,770"
26278,"35,833","44,375"
26280,"28,059","36,987"
26282,"28,620","37,520"
26283,"36,941","44,357"
26285,"35,743","44,342"
26287,"34,355","39,127"
26288,"24,824","35,348"
26291,"31,852","45,349"
26292,"32,377","40,164"
26293,"35,833","44,375"
26294,"27,667","36,614"
26296,"35,640","42,983"
26298,"20,743","31,308"
26301,"33,018","40,949"
26320,"32,655","39,899"
26321,"43,438","51,180"
26323,"37,353","50,628"
26325,"32,759","43,250"
26327,"33,273","44,167"
26330,"60,095","72,270"
26335,"33,156","41,455"
26337,"30,815","39,784"
26338,"43,438","51,180"
26339,"33,385","39,245"
26342,"26,243","39,350"
26343,"31,002","41,180"
26346,"35,186","47,142"
26347,"38,176","44,755"
26348,"36,168","43,298"
26349,"27,786","37,681"
26351,"28,708","40,198"
26354,"36,488","43,472"
26361,"28,619","39,085"
26362,"32,665","43,082"
26366,"27,283","38,842"
26369,"32,606","39,811"
26372,"32,426","44,384"
26374,"38,012","46,078"
26376,"32,331","42,295"
26377,"35,165","42,326"
26378,"36,858","48,946"
26384,"27,900","40,501"
26385,"46,262","57,225"
26386,"33,950","41,140"
26404,"32,246","39,745"
26405,"34,734","44,643"
26408,"55,627","65,800"
26410,"36,216","44,235"
26411,"33,083","38,926"
26412,"32,226","42,130"
26415,"32,765","43,044"
26416,"32,563","45,510"
26419,"36,168","43,298"
26421,"34,716","46,779"
26422,"36,851","47,919"
26424,"38,188","43,502"
26425,"39,082","42,396"
26426,"37,282","48,047"
26430,"26,210","39,339"
26431,"33,528","45,799"
26435,"38,188","43,502"
26436,"26,917","32,413"
26437,"36,084","43,231"
26438,"32,606","39,811"
26440,"37,806","44,973"
26443,"26,655","39,333"
26444,"39,494","44,669"
26447,"31,154","42,523"
26448,"39,732","47,058"
26451,"40,616","51,690"
26452,"31,025","43,329"
26456,"28,594","34,336"
26501,"38,862","50,494"
26505,"26,051","43,468"
26508,"60,578","76,774"
26519,"42,038","54,821"
26520,"45,506","48,667"
26521,"47,197","57,706"
26525,"43,966","59,186"
26534,"43,428","47,714"
26537,"38,071","48,810"
26541,"38,979","51,880"
26542,"45,422","56,562"
26543,"39,657","49,260"
26547,"44,340","50,116"
26554,"40,780","50,275"
26559,"45,969","50,996"
26560,"41,237","55,700"
26562,"40,249","51,338"
26563,"39,583","48,230"
26568,"32,788","49,407"
26570,"43,084","53,488"
26571,"38,765","48,096"
26572,"37,175","45,707"
26574,"41,237","55,700"
26575,"35,917","51,389"
26576,"39,583","48,230"
26581,"35,980","49,374"
26582,"36,129","43,589"
26585,"32,879","41,163"
26586,"40,669","46,977"
26587,"37,995","48,269"
26588,"42,023","55,894"
26590,"47,197","57,706"
26591,"37,421","47,484"
26601,"31,659","42,533"
26610,"44,530","60,675"
26611,"26,210","39,339"
26615,"34,519","41,870"
26617,"32,060","44,272"
26619,"34,332","41,753"
26621,"34,519","41,870"
26623,"31,068","40,324"
26624,"31,205","39,799"
26627,"34,519","41,870"
26629,"30,523","42,835"
26631,"34,519","41,870"
26636,"28,026","39,338"
26638,"25,695","38,712"
26651,"41,950","53,322"
26656,"40,660","46,092"
26660,"28,799","38,176"
26662,"37,846","49,442"
26676,"37,846","49,442"
26678,"45,408","51,666"
26679,"45,217","51,610"
26680,"36,739","42,344"
26681,"37,846","49,442"
26684,"45,408","51,666"
26690,"36,137","43,252"
26691,"36,091","48,430"
26704,"33,575","42,575"
26705,"36,894","40,518"
26707,"40,822","48,457"
26710,"39,350","49,157"
26711,"32,583","42,906"
26714,"30,827","41,063"
26716,"36,894","40,518"
26717,"29,556","38,169"
26719,"54,225","69,614"
26720,"40,822","48,457"
26722,"30,097","37,466"
26726,"33,472","44,751"
26731,"40,822","48,457"
26739,"40,822","48,457"
26743,"35,855","44,634"
26750,"27,407","36,186"
26753,"46,729","58,402"
26755,"34,411","42,986"
26757,"30,793","39,325"
26761,"33,525","43,547"
26763,"35,979","43,943"
26764,"38,582","45,867"
26767,"34,958","41,339"
26801,"31,750","39,373"
26802,"29,224","40,441"
26804,"33,525","41,838"
26807,"36,624","44,193"
26808,"30,827","41,063"
26810,"30,055","38,162"
26812,"33,058","42,177"
26814,"33,438","41,776"
26815,"30,645","41,162"
26817,"36,024","46,516"
26818,"39,524","48,590"
26823,"30,827","41,063"
26833,"43,979","48,612"
26836,"32,282","41,154"
26845,"37,007","43,128"
26847,"34,097","43,684"
26851,"36,640","42,987"
26852,"29,654","38,187"
26855,"44,510","48,232"
26865,"30,827","41,063"
26866,"37,225","44,497"
26884,"33,438","41,776"
27006,"66,031","80,213"
27007,"43,493","52,929"
27009,"63,202","73,083"
27011,"43,177","52,089"
27012,"66,970","86,383"
27013,"47,523","52,123"
27014,"36,076","49,185"
27016,"44,327","50,334"
27017,"35,937","48,725"
27018,"38,361","47,557"
27019,"45,863","56,497"
27020,"38,275","50,511"
27021,"41,870","54,177"
27022,"43,545","49,147"
27023,"74,712","96,470"
27024,"32,835","43,681"
27025,"45,753","53,506"
27027,"32,916","43,426"
27028,"46,025","58,699"
27030,"36,383","46,843"
27040,"64,846","73,432"
27041,"43,057","55,153"
27042,"45,113","48,040"
27043,"44,858","58,174"
27045,"52,888","57,066"
27046,"45,262","48,011"
27047,"46,940","58,129"
27048,"41,395","48,729"
27050,"50,740","60,975"
27051,"47,321","53,220"
27052,"46,004","54,843"
27053,"32,613","42,828"
27054,"49,561","53,047"
27055,"42,028","53,327"
27101,"29,327","41,043"
27103,"43,069","55,562"
27104,"72,483","98,543"
27105,"31,582","39,640"
27106,"57,245","77,159"
27107,"44,933","52,884"
27109,"36,339","82,203"
27110,"22,331","31,546"
27127,"43,639","52,386"
27201,"41,723","61,335"
27203,"29,743","37,802"
27205,"43,657","57,012"
27207,"47,432","54,671"
27208,"40,434","49,959"
27209,"33,975","40,924"
27212,"28,521","33,789"
27214,"57,776","74,062"
27215,"47,120","58,480"
27217,"36,229","46,877"
27229,"29,102","35,123"
27231,"64,153","68,399"
27233,"51,253","65,360"
27235,"84,037","98,038"
27239,"39,742","51,999"
27242,"52,228","64,756"
27243,"54,963","65,810"
27244,"46,303","61,089"
27248,"44,268","51,346"
27249,"52,270","60,821"
27252,"53,374","59,655"
27253,"46,732","54,680"
27258,"50,254","58,177"
27260,"23,846","29,266"
27262,"38,928","51,822"
27263,"38,503","54,604"
27265,"60,162","72,798"
27278,"60,583","78,181"
27281,"42,710","53,258"
27282,"73,811","86,998"
27283,"53,737","65,915"
27284,"58,144","70,150"
27288,"35,328","44,830"
27291,"42,369","53,183"
27292,"38,743","48,909"
27295,"46,882","55,688"
27298,"41,936","52,809"
27299,"44,331","50,971"
27301,"49,417","59,958"
27302,"48,630","58,789"
27305,"1,018","1,296"
27306,"28,241","44,440"
27310,"86,256","102,942"
27311,"39,100","47,560"
27312,"59,199","71,545"
27313,"50,185","62,970"
27314,"39,209","49,079"
27315,"38,222","46,765"
27316,"39,106","48,205"
27317,"40,036","50,600"
27320,"42,069","51,834"
27325,"35,901","44,811"
27326,"42,139","50,023"
27330,"46,024","55,707"
27332,"46,698","52,191"
27341,"38,103","50,444"
27343,"31,033","39,478"
27344,"41,327","50,892"
27349,"48,525","57,907"
27350,"45,275","61,444"
27355,"41,071","49,189"
27356,"33,544","41,981"
27357,"55,680","64,772"
27358,"81,222","95,917"
27360,"40,827","48,525"
27370,"50,192","62,970"
27371,"38,289","55,832"
27376,"52,821","67,056"
27377,"53,742","67,923"
27379,"34,861","41,493"
27401,"26,808","32,835"
27403,"35,795","50,322"
27405,"34,154","44,940"
27406,"39,911","50,237"
27407,"50,593","61,019"
27408,"67,649","100,193"
27409,"44,766","57,596"
27410,"66,907","87,651"
27455,"60,373","82,941"
27501,"48,611","57,017"
27502,"81,357","91,029"
27503,"82,958","116,707"
27504,"43,108","51,552"
27505,"41,194","52,665"
27507,"40,583","50,757"
27508,"43,930","49,467"
27509,"27,105","34,413"
27510,"44,915","60,270"
27511,"72,664","90,302"
27513,"83,414","96,154"
27514,"49,459","79,847"
27516,"57,037","78,779"
27517,"72,481","104,369"
27518,"113,559","151,441"
27519,"122,457","132,257"
27520,"54,297","63,994"
27521,"42,309","50,379"
27522,"56,315","64,261"
27523,"85,436","97,642"
27524,"40,598","51,131"
27525,"47,461","53,920"
27526,"64,909","73,070"
27527,"63,326","75,556"
27529,"60,685","67,292"
27530,"38,736","47,576"
27531,"35,768","40,303"
27534,"44,367","54,233"
27536,"27,796","38,009"
27537,"37,311","47,690"
27539,"83,537","95,870"
27540,"82,835","92,998"
27541,"59,994","69,737"
27542,"40,377","50,016"
27544,"41,585","51,206"
27545,"64,002","70,834"
27546,"39,317","50,644"
27549,"39,418","51,752"
27551,"38,319","49,288"
27553,"32,116","44,909"
27555,"41,875","49,854"
27556,"40,915","51,039"
27557,"39,972","49,609"
27559,"53,628","64,888"
27560,"79,226","96,652"
27562,"66,565","83,553"
27563,"27,796","41,925"
27565,"42,647","54,038"
27568,"45,530","49,979"
27569,"44,607","50,583"
27571,"66,293","79,042"
27572,"68,735","88,816"
27573,"36,232","45,332"
27574,"47,212","55,546"
27576,"36,746","46,231"
27577,"44,827","56,480"
27581,"54,323","58,949"
27582,"41,020","51,064"
27583,"56,149","61,975"
27587,"68,948","86,285"
27589,"29,345","39,312"
27591,"50,521","59,674"
27592,"64,063","69,906"
27596,"52,680","62,289"
27597,"46,338","58,947"
27601,"19,814","31,283"
27603,"54,525","64,956"
27604,"47,787","58,822"
27605,"43,617","64,213"
27606,"43,050","56,778"
27607,"62,720","87,103"
27608,"81,794","123,480"
27609,"56,562","78,065"
27610,"39,323","47,033"
27612,"65,586","89,397"
27613,"91,889","104,346"
27614,"114,744","153,642"
27615,"85,079","108,330"
27616,"56,374","65,064"
27617,"92,843","96,398"
27701,"27,342","39,730"
27703,"47,612","53,661"
27704,"40,182","47,936"
27705,"46,835","58,629"
27707,"51,460","68,161"
27709,"56,315","64,900"
27712,"78,080","90,923"
27713,"63,710","76,654"
27801,"29,138","36,157"
27803,"42,241","54,625"
27804,"47,177","64,220"
27805,"30,343","38,897"
27806,"42,893","46,890"
27807,"47,812","54,747"
27808,"50,361","63,041"
27809,"40,018","59,336"
27810,"38,412","45,535"
27812,"35,789","44,973"
27813,"45,953","52,953"
27814,"49,946","82,083"
27816,"38,409","47,264"
27817,"41,126","53,477"
27819,"38,542","42,493"
27820,"44,202","48,717"
27821,"46,385","64,315"
27822,"42,092","49,561"
27823,"24,249","34,212"
27825,"41,458","54,549"
27826,"4,046","5,398"
27827,"33,507","56,004"
27828,"28,591","43,186"
27829,"36,282","55,546"
27830,"42,229","51,607"
27831,"28,349","36,792"
27832,"26,968","35,180"
27834,"34,503","45,919"
27837,"52,394","60,660"
27839,"27,457","37,259"
27840,"33,141","42,575"
27841,"33,141","42,575"
27842,"43,607","57,956"
27843,"26,440","35,165"
27844,"25,294","34,262"
27845,"31,150","39,550"
27846,"40,422","49,521"
27847,"26,108","36,384"
27849,"25,987","36,354"
27850,"36,353","53,564"
27851,"40,449","47,505"
27852,"38,328","49,384"
27853,"43,149","48,126"
27855,"3,221","3,534"
27856,"47,466","57,596"
27857,"33,153","42,592"
27858,"44,512","60,116"
27860,"38,306","44,435"
27861,"29,349","38,683"
27862,"45,042","49,428"
27863,"52,887","58,748"
27864,"39,463","43,913"
27865,"45,718","54,108"
27866,"29,509","38,305"
27869,"23,764","31,518"
27870,"35,626","47,125"
27871,"31,354","40,978"
27872,"25,987","36,354"
27873,"48,250","59,043"
27874,"21,440","31,430"
27876,"33,911","41,770"
27878,"45,536","56,490"
27879,"61,181","69,652"
27880,"50,417","56,672"
27881,"38,542","42,493"
27882,"40,753","52,258"
27883,"40,448","48,037"
27884,"37,673","45,101"
27886,"36,665","46,192"
27888,"3,145","4,743"
27889,"39,387","50,289"
27891,"44,597","53,112"
27892,"34,897","44,347"
27893,"32,081","39,917"
27896,"59,116","74,088"
27897,"23,757","31,511"
27909,"44,381","55,487"
27910,"30,866","45,094"
27915,"40,000","52,319"
27916,"35,282","50,093"
27917,"51,917","56,469"
27919,"6,222","8,666"
27920,"40,000","52,319"
27921,"61,084","67,852"
27922,"25,790","38,478"
27923,"41,174","52,351"
27924,"33,495","44,715"
27925,"32,215","42,977"
27926,"49,107","57,393"
27927,"71,250","110,256"
27928,"35,062","46,651"
27929,"69,537","82,174"
27932,"34,251","49,648"
27935,"41,108","50,648"
27936,"40,000","52,319"
27937,"42,392","50,454"
27938,"45,634","53,171"
27939,"37,039","50,921"
27941,"45,926","55,111"
27942,"25,648","38,341"
27943,"40,000","52,319"
27944,"20,213","26,574"
27946,"48,997","58,814"
27947,"45,445","54,884"
27948,"50,620","67,308"
27949,"30,853","40,819"
27950,"59,619","67,414"
27953,"60,000","57,050"
27954,"51,745","59,078"
27956,"51,917","56,469"
27957,"32,805","44,904"
27958,"65,300","74,977"
27959,"54,767","63,933"
27962,"28,617","39,934"
27964,"45,926","55,111"
27965,"37,097","50,949"
27966,"45,926","55,111"
27967,"33,533","44,746"
27968,"40,000","52,319"
27970,"33,754","45,084"
27972,"40,000","52,319"
27973,"54,716","58,615"
27974,"60,992","63,426"
27976,"61,250","75,837"
27978,"60,000","57,050"
27979,"50,653","59,318"
27980,"37,090","51,065"
27981,"47,166","67,255"
27982,"40,000","52,319"
27983,"29,777","43,739"
27986,"25,648","38,341"
28001,"41,978","52,345"
28006,"43,336","55,021"
28007,"30,213","36,040"
28009,"31,943","46,083"
28012,"56,422","73,078"
28016,"41,076","49,613"
28018,"36,349","43,901"
28019,"34,544","36,877"
28020,"36,140","46,539"
28021,"40,621","50,218"
28023,"48,737","60,247"
28025,"49,299","62,685"
28027,"61,136","70,847"
28031,"89,177","120,647"
28032,"48,552","60,247"
28033,"41,374","46,888"
28034,"38,443","46,684"
28036,"88,542","127,385"
28037,"69,598","82,753"
28039,"23,884","35,575"
28040,"33,757","40,479"
28043,"32,036","40,654"
28052,"30,547","40,785"
28054,"43,918","54,761"
28056,"57,446","70,548"
28071,"48,661","57,308"
28072,"48,902","61,914"
28073,"38,811","47,113"
28075,"80,432","93,386"
28076,"34,544","36,877"
28077,"41,163","52,371"
28078,"85,720","98,245"
28079,"70,020","79,707"
28080,"49,682","60,096"
28081,"39,161","51,497"
28083,"41,144","57,118"
28086,"41,244","49,023"
28088,"38,087","48,182"
28089,"45,625","52,666"
28090,"37,746","46,425"
28091,"33,141","38,909"
28092,"41,937","50,045"
28097,"58,612","64,836"
28098,"35,591","41,639"
28101,"43,006","50,580"
28102,"39,594","43,946"
28103,"47,547","60,999"
28104,"94,577","109,123"
28105,"74,386","86,386"
28107,"59,279","68,431"
28108,"76,573","90,982"
28109,"52,986","67,675"
28110,"52,297","60,637"
28112,"47,652","57,561"
28114,"40,226","45,450"
28115,"54,838","65,725"
28117,"78,945","103,902"
28119,"39,594","43,946"
28120,"49,788","62,130"
28124,"52,717","62,925"
28125,"50,068","57,943"
28127,"46,775","62,470"
28128,"41,733","48,877"
28129,"48,837","56,551"
28133,"38,063","56,818"
28134,"51,856","65,031"
28135,"37,060","56,203"
28137,"50,927","63,567"
28138,"51,706","59,037"
28139,"39,452","53,371"
28144,"37,070","53,084"
28146,"45,567","55,980"
28147,"46,084","57,348"
28150,"36,808","48,847"
28152,"41,646","51,145"
28159,"36,434","48,272"
28160,"30,430","38,680"
28163,"52,207","61,157"
28164,"51,046","66,033"
28166,"50,012","58,966"
28167,"37,106","49,727"
28168,"42,520","50,678"
28169,"30,767","44,080"
28170,"33,396","40,684"
28173,"89,297","112,435"
28174,"39,843","50,505"
28202,"56,632","83,186"
28203,"60,080","87,753"
28204,"49,877","78,893"
28205,"37,458","48,441"
28206,"24,984","31,253"
28207,"148,850","246,234"
28208,"27,448","35,883"
28209,"64,240","90,707"
28210,"57,651","90,175"
28211,"73,652","113,977"
28212,"36,232","43,351"
28213,"40,640","48,935"
28214,"50,528","59,078"
28215,"48,010","55,259"
28216,"44,037","51,969"
28217,"35,691","45,815"
28226,"82,899","123,250"
28227,"55,653","66,266"
28262,"44,560","51,638"
28269,"63,730","73,125"
28270,"88,425","110,651"
28273,"51,769","60,999"
28277,"97,891","122,237"
28278,"76,765","92,571"
28301,"24,917","36,934"
28303,"48,564","64,008"
28304,"43,354","52,917"
28305,"51,299","76,443"
28306,"49,849","58,941"
28307,"32,961","33,237"
28308,"37,780","45,041"
28310,"1,799","1,785"
28311,"47,612","60,548"
28312,"44,474","54,899"
28314,"48,368","54,863"
28315,"39,033","49,674"
28318,"38,443","48,224"
28320,"31,735","42,670"
28323,"43,336","50,686"
28325,"32,589","41,721"
28326,"44,517","50,762"
28327,"44,734","57,356"
28328,"33,936","50,220"
28330,"27,737","37,150"
28332,"27,336","39,502"
28333,"37,238","44,142"
28334,"35,535","46,733"
28337,"30,702","46,630"
28338,"30,137","41,067"
28339,"41,722","49,592"
28340,"24,801","35,914"
28341,"33,085","42,754"
28342,"63,373","74,412"
28343,"30,273","42,523"
28344,"41,958","52,118"
28345,"35,793","43,701"
28347,"52,866","59,337"
28348,"47,826","56,882"
28349,"39,932","55,328"
28350,"53,731","64,469"
28351,"31,347","43,398"
28352,"29,053","41,058"
28356,"56,183","68,072"
28357,"33,902","45,776"
28358,"31,528","46,084"
28360,"30,198","40,819"
28363,"40,275","49,438"
28364,"28,568","36,523"
28365,"35,936","44,944"
28366,"38,701","51,233"
28367,"28,931","40,097"
28369,"33,742","51,367"
28371,"39,927","50,030"
28372,"28,565","40,863"
28373,"37,388","44,405"
28374,"59,973","75,000"
28375,"33,594","52,999"
28376,"41,097","50,755"
28377,"27,920","40,986"
28379,"30,616","42,862"
28382,"37,064","47,110"
28383,"25,339","36,660"
28384,"31,488","41,504"
28385,"39,130","47,528"
28386,"30,778","41,005"
28387,"49,109","69,579"
28390,"36,513","45,778"
28391,"51,705","56,154"
28392,"27,336","39,502"
28393,"33,544","43,751"
28394,"51,477","61,901"
28395,"53,845","65,419"
28396,"34,419","45,900"
28398,"27,949","40,145"
28399,"26,523","33,100"
28401,"28,897","38,786"
28403,"36,646","53,464"
28405,"50,441","61,717"
28409,"74,301","95,510"
28411,"66,585","83,018"
28412,"49,586","64,309"
28420,"33,446","50,716"
28421,"40,786","49,539"
28422,"41,029","50,710"
28423,"40,891","50,770"
28424,"36,953","43,919"
28425,"40,145","50,765"
28428,"48,818","66,765"
28429,"51,024","56,409"
28430,"32,355","42,363"
28431,"29,948","42,213"
28432,"36,382","48,211"
28433,"30,196","41,380"
28434,"26,852","38,271"
28435,"33,046","49,102"
28436,"43,113","49,955"
28438,"42,454","48,399"
28439,"32,434","42,379"
28441,"30,751","41,927"
28442,"41,556","54,383"
28443,"50,911","64,045"
28444,"31,779","54,372"
28445,"48,849","60,629"
28447,"34,020","53,939"
28448,"37,866","48,383"
28449,"60,605","90,837"
28450,"52,639","67,796"
28451,"47,108","55,748"
28452,"30,000","60,132"
28453,"29,763","41,459"
28454,"30,185","38,438"
28455,"36,978","48,732"
28456,"38,292","46,485"
28457,"47,075","51,925"
28458,"33,408","46,064"
28460,"45,476","61,119"
28461,"52,957","70,776"
28462,"36,744","51,062"
28463,"26,941","38,607"
28464,"32,395","42,176"
28465,"49,677","67,211"
28466,"31,477","41,611"
28467,"49,230","58,731"
28468,"47,162","67,666"
28469,"47,430","62,844"
28470,"39,334","51,852"
28472,"37,473","50,108"
28478,"36,797","46,309"
28479,"53,336","65,238"
28480,"70,375","184,658"
28501,"27,992","34,951"
28504,"40,657","53,560"
28508,"34,080","41,224"
28510,"44,669","53,380"
28511,"65,982","69,926"
28512,"53,996","67,501"
28513,"34,754","48,638"
28515,"31,829","42,328"
28516,"39,355","58,282"
28518,"36,169","47,197"
28519,"34,471","47,169"
28520,"31,657","44,154"
28521,"31,582","41,092"
28523,"41,575","50,392"
28524,"31,657","44,154"
28525,"38,461","47,167"
28526,"41,287","50,464"
28527,"35,070","47,085"
28528,"37,938","54,316"
28529,"39,835","51,951"
28530,"37,266","46,228"
28531,"36,729","39,088"
28532,"55,405","61,161"
28533,"93,098","95,177"
28537,"31,175","41,765"
28538,"34,485","45,967"
28539,"43,065","53,116"
28540,"43,939","53,357"
28543,"32,660","36,602"
28544,"40,413","44,785"
28546,"47,398","55,657"
28547,"22,583","25,981"
28551,"43,787","53,674"
28552,"31,175","41,765"
28553,"37,938","54,316"
28554,"24,344","38,308"
28555,"43,357","52,379"
28556,"53,569","67,702"
28557,"49,974","60,551"
28560,"40,542","55,231"
28562,"52,368","66,533"
28570,"46,316","55,848"
28571,"50,065","62,063"
28572,"35,775","45,730"
28573,"38,685","49,020"
28574,"43,289","52,652"
28575,"53,688","56,224"
28577,"65,982","69,926"
28578,"40,483","46,381"
28579,"36,622","52,187"
28580,"34,886","44,042"
28581,"31,657","44,154"
28582,"49,845","57,964"
28583,"50,077","62,083"
28584,"50,517","61,279"
28585,"38,610","47,522"
28586,"37,188","46,965"
28587,"31,175","41,765"
28589,"31,657","44,154"
28590,"52,312","64,015"
28594,"59,483","70,472"
28601,"46,651","64,517"
28602,"38,732","47,713"
28604,"39,549","57,422"
28605,"40,912","70,625"
28606,"35,552","48,489"
28607,"27,732","43,440"
28609,"52,106","62,665"
28610,"45,276","54,760"
28611,"33,573","46,881"
28612,"35,798","44,894"
28613,"45,100","53,779"
28615,"27,556","34,435"
28616,"36,401","50,200"
28617,"36,982","51,286"
28618,"52,067","60,745"
28619,"34,683","49,569"
28621,"34,093","46,232"
28622,"30,248","47,038"
28623,"33,066","40,562"
28624,"31,522","46,251"
28625,"47,546","55,171"
28626,"48,980","53,884"
28627,"33,066","40,562"
28628,"36,398","43,687"
28629,"39,932","53,816"
28630,"44,328","55,634"
28631,"39,812","53,680"
28634,"35,147","45,105"
28635,"30,770","39,365"
28636,"43,944","48,124"
28637,"33,854","42,561"
28638,"41,692","48,900"
28640,"29,995","45,294"
28642,"35,318","43,401"
28643,"31,118","42,188"
28644,"37,057","50,559"
28645,"33,881","45,177"
28646,"46,833","72,853"
28647,"35,804","48,904"
28649,"33,325","43,264"
28650,"44,707","53,502"
28651,"33,374","48,111"
28652,"39,438","78,827"
28654,"40,047","59,131"
28655,"37,896","48,835"
28657,"37,126","59,295"
28658,"41,765","51,676"
28659,"30,028","40,673"
28660,"39,797","49,354"
28662,"42,331","63,077"
28663,"34,494","47,641"
28665,"32,102","46,893"
28666,"35,207","43,607"
28667,"35,876","44,770"
28668,"33,066","40,562"
28669,"31,561","43,168"
28670,"33,050","44,174"
28671,"39,722","54,105"
28672,"39,932","53,816"
28673,"58,432","70,758"
28675,"27,956","39,599"
28676,"36,177","47,888"
28677,"38,499","49,737"
28678,"45,338","49,994"
28679,"39,458","49,637"
28681,"39,237","51,394"
28682,"58,753","71,461"
28683,"34,685","42,139"
28684,"42,609","52,418"
28685,"33,819","42,346"
28689,"43,724","50,992"
28690,"38,509","51,772"
28692,"35,179","46,829"
28693,"29,811","40,717"
28694,"35,475","46,656"
28697,"41,153","61,476"
28698,"38,184","48,107"
28701,"45,547","56,122"
28702,"29,974","49,586"
28704,"52,233","65,219"
28705,"22,472","27,114"
28707,"40,795","43,233"
28708,"34,532","43,371"
28709,"37,460","46,668"
28711,"41,131","55,381"
28712,"41,411","54,647"
28713,"39,754","50,617"
28714,"36,851","43,843"
28715,"42,323","54,270"
28716,"45,405","53,526"
28717,"45,957","73,262"
28718,"53,698","66,307"
28719,"27,898","37,263"
28720,"46,307","69,142"
28721,"39,791","55,953"
28722,"44,974","56,339"
28723,"34,031","45,754"
28725,"42,867","49,114"
28726,"32,535","37,202"
28729,"45,750","51,349"
28730,"53,611","70,943"
28731,"47,631","62,963"
28732,"51,662","66,524"
28733,"28,497","49,792"
28734,"38,854","50,807"
28736,"37,135","53,935"
28739,"52,059","70,440"
28740,"21,064","23,253"
28741,"41,572","87,052"
28742,"46,314","55,476"
28743,"33,464","37,472"
28745,"47,525","62,456"
28746,"45,291","67,157"
28747,"37,955","70,606"
28748,"44,561","52,567"
28749,"40,981","48,752"
28751,"42,460","51,497"
28752,"35,317","45,179"
28753,"41,054","48,468"
28754,"39,002","48,814"
28756,"43,878","49,817"
28757,"41,373","61,469"
28759,"51,068","62,101"
28761,"33,502","43,823"
28762,"35,436","47,071"
28763,"42,180","55,653"
28766,"40,647","57,715"
28768,"16,185","22,159"
28771,"28,330","39,666"
28772,"34,655","44,353"
28773,"44,117","53,808"
28774,"42,769","76,336"
28775,"46,636","80,161"
28777,"35,904","45,590"
28778,"46,062","52,127"
28779,"40,095","48,413"
28781,"35,951","51,292"
28782,"41,365","54,345"
28783,"32,017","43,634"
28785,"42,276","57,380"
28786,"39,461","53,053"
28787,"51,001","62,349"
28789,"39,500","47,318"
28790,"47,095","64,783"
28791,"57,012","65,354"
