Zip,Median,Mean
43512,"47,378","56,462"
43515,"50,496","58,676"
43516,"47,146","53,660"
43517,"51,132","59,780"
43518,"50,710","57,229"
43519,"58,714","62,610"
43521,"49,544","58,440"
43522,"63,770","78,074"
43523,"44,803","55,534"
43524,"46,752","53,302"
43525,"82,027","87,794"
43526,"41,198","49,282"
43527,"52,506","62,224"
43528,"62,155","78,436"
43529,"50,463","56,191"
43531,"45,917","52,366"
43532,"56,469","62,091"
43533,"54,319","64,641"
43534,"46,750","56,582"
43535,"44,803","55,534"
43536,"47,925","59,515"
43537,"59,449","72,158"
43540,"57,636","60,425"
43541,"53,036","61,544"
43542,"90,994","113,456"
43543,"40,081","46,208"
43545,"46,882","55,949"
43547,"64,667","77,601"
43548,"52,418","62,262"
43549,"48,142","64,603"
43551,"65,491","84,008"
43553,"49,738","59,156"
43554,"45,833","52,365"
43555,"61,020","66,891"
43556,"47,916","59,312"
43557,"55,135","57,952"
43558,"56,683","65,598"
43560,"73,264","90,636"
43565,"63,806","79,930"
43566,"73,344","90,327"
43567,"47,818","56,319"
43569,"53,855","63,183"
43570,"43,470","52,543"
43571,"72,459","85,975"
43604,"14,028","21,627"
43605,"25,668","31,969"
43606,"49,102","61,329"
43607,"26,955","35,190"
43608,"23,078","29,338"
43609,"32,186","38,924"
43610,"30,325","37,484"
43611,"44,235","49,999"
43612,"35,710","41,505"
43613,"45,346","52,315"
43614,"46,653","56,812"
43615,"42,225","55,180"
43616,"52,665","61,764"
43617,"90,426","107,540"
43619,"57,437","66,504"
43620,"22,114","35,844"
43623,"47,883","73,888"
43701,"37,088","47,579"
43711,"40,989","50,510"
43713,"39,340","52,793"
43716,"42,641","51,265"
43717,"36,549","49,070"
43718,"40,176","49,689"
43719,"35,919","46,283"
43720,"46,387","55,719"
43721,"63,778","67,850"
43722,"32,867","42,799"
43723,"33,880","43,523"
43724,"37,353","48,930"
43725,"35,356","43,936"
43727,"49,240","61,524"
43728,"28,753","38,832"
43730,"40,582","45,305"
43731,"34,681","41,423"
43732,"49,241","55,154"
43733,"33,979","43,594"
43734,"50,795","61,003"
43735,"47,855","53,536"
43736,"42,411","53,655"
43738,"56,518","60,319"
43739,"56,722","65,317"
43740,"53,822","60,561"
43746,"56,131","60,354"
43747,"42,581","50,618"
43748,"40,778","44,832"
43749,"43,489","48,505"
43750,"32,867","42,799"
43754,"36,718","44,266"
43755,"40,911","50,567"
43756,"21,660","25,555"
43758,"34,712","40,507"
43759,"40,022","50,761"
43760,"54,039","60,845"
43761,"40,745","45,515"
43762,"46,297","59,400"
43764,"40,144","45,831"
43766,"39,454","44,139"
43767,"45,949","60,039"
43768,"45,326","53,988"
43771,"38,305","45,899"
43772,"46,469","53,580"
43773,"42,130","53,197"
43777,"36,625","44,066"
43778,"41,794","51,976"
43779,"41,523","52,277"
43780,"34,352","44,446"
43782,"39,603","44,046"
43783,"49,891","52,241"
43786,"37,083","42,589"
43787,"25,542","34,931"
43788,"41,802","52,355"
43793,"34,080","41,400"
43802,"44,708","51,342"
43804,"46,048","57,723"
43805,"44,055","49,680"
43811,"40,316","44,340"
43812,"36,509","47,452"
43821,"47,422","56,460"
43822,"49,844","58,138"
43824,"53,064","58,672"
43830,"50,324","59,013"
43832,"34,570","41,151"
43836,"40,316","44,340"
43837,"40,287","46,292"
43840,"49,165","51,590"
43842,"48,571","58,716"
43843,"45,572","51,068"
43844,"42,388","49,132"
43845,"40,968","45,731"
43901,"43,805","52,761"
43902,"41,912","47,052"
43903,"37,498","42,051"
43905,"48,063","56,082"
43906,"33,680","40,886"
43907,"34,497","43,230"
43908,"37,950","43,675"
43910,"43,437","51,636"
43912,"29,909","39,387"
43913,"40,219","46,583"
43914,"42,960","52,641"
43915,"41,201","45,331"
43917,"38,001","46,530"
43920,"37,573","46,839"
43925,"44,436","52,267"
43926,"47,695","55,676"
43927,"37,094","47,200"
43928,"49,489","56,681"
43930,"31,249","50,078"
43931,"41,148","45,109"
43932,"29,089","52,367"
43933,"44,056","51,140"
43934,"25,344","35,290"
43935,"33,727","43,864"
43938,"39,260","46,928"
43939,"44,423","53,823"
43940,"39,787","49,483"
43942,"41,877","46,963"
43943,"45,418","50,760"
43944,"45,259","53,212"
43945,"38,525","46,849"
43946,"39,833","44,294"
43947,"41,721","49,367"
43948,"33,102","41,713"
43950,"49,356","58,980"
43951,"40,022","50,761"
43952,"31,416","41,511"
43953,"41,379","55,277"
43961,"45,754","55,491"
43962,"37,280","47,040"
43963,"37,339","48,018"
43964,"41,269","49,149"
43967,"43,389","50,838"
43968,"37,631","42,607"
43970,"37,232","42,806"
43971,"35,037","44,671"
43972,"51,028","58,156"
43973,"40,427","48,438"
43974,"42,464","50,077"
43976,"33,413","44,658"
43977,"37,707","47,643"
43983,"38,680","47,501"
43985,"37,094","47,200"
43986,"33,989","46,099"
43988,"37,340","53,766"
44001,"62,070","72,463"
44003,"40,521","49,128"
44004,"36,624","46,498"
44010,"63,436","70,862"
44011,"82,822","99,478"
44012,"85,262","104,049"
44017,"49,383","62,166"
44021,"56,391","65,139"
44022,"95,740","163,473"
44023,"82,713","119,145"
44024,"68,119","79,121"
44026,"73,673","83,259"
44028,"68,939","79,783"
44030,"40,854","47,316"
44032,"41,854","51,614"
44035,"44,809","51,855"
44039,"64,296","70,163"
44040,"127,313","179,675"
44041,"42,173","49,889"
44044,"61,762","72,753"
44045,"39,931","47,453"
44046,"60,761","73,645"
44047,"50,455","55,888"
44048,"49,392","56,756"
44049,"56,957","69,817"
44050,"66,978","75,183"
44052,"33,660","41,907"
44053,"43,614","54,074"
44054,"53,805","60,985"
44055,"28,797","37,179"
44056,"78,940","85,115"
44057,"52,670","60,205"
44060,"64,139","75,199"
44062,"47,688","56,881"
44064,"56,999","63,415"
44065,"64,875","74,034"
44067,"69,318","78,195"
44070,"59,495","69,076"
44072,"62,401","129,051"
44074,"54,745","63,869"
44076,"44,713","55,677"
44077,"54,716","66,125"
44080,"51,713","59,180"
44081,"67,474","74,438"
44082,"47,232","54,270"
44084,"63,636","64,146"
44085,"54,558","59,537"
44086,"51,165","62,031"
44087,"67,788","78,911"
44089,"54,440","68,871"
44090,"56,622","65,089"
44092,"46,477","55,903"
44093,"40,106","46,149"
44094,"59,311","74,845"
44095,"51,129","60,041"
44099,"47,868","59,738"
44101,"9,646","12,721"
44102,"25,616","34,079"
44103,"21,796","30,052"
44104,"16,546","23,898"
44105,"28,348","35,362"
44106,"28,835","44,435"
44107,"44,345","57,516"
44108,"24,770","36,633"
44109,"30,614","38,881"
44110,"24,535","31,068"
44111,"42,117","49,145"
44112,"27,087","35,539"
44113,"30,283","42,823"
44114,"22,793","35,828"
44115,"13,316","19,898"
44116,"65,857","92,631"
44117,"31,078","39,984"
44118,"58,934","75,099"
44119,"41,491","48,503"
44120,"40,988","55,157"
44121,"52,603","62,217"
44122,"78,989","107,502"
44123,"42,198","49,220"
44124,"67,656","87,142"
44125,"45,439","52,154"
44126,"54,496","66,821"
44127,"19,168","25,494"
44128,"35,189","42,609"
44129,"49,152","58,273"
44130,"47,300","57,955"
44131,"66,188","77,062"
44132,"43,575","51,907"
44133,"65,574","79,527"
44134,"49,407","58,540"
44135,"38,615","45,363"
44136,"77,051","89,710"
44137,"42,218","49,714"
44138,"65,214","74,240"
44139,"100,310","136,030"
44140,"81,552","103,713"
44141,"94,696","110,923"
44142,"53,607","59,437"
44143,"71,546","85,836"
44144,"44,090","49,080"
44145,"70,631","98,728"
44146,"43,471","50,938"
44147,"77,458","91,028"
44149,"85,139","94,942"
44201,"56,309","62,764"
44202,"79,630","102,539"
44203,"42,859","49,685"
44212,"64,528","72,754"
44214,"53,798","67,132"
44215,"64,384","74,093"
44216,"60,194","71,929"
44217,"52,796","61,987"
44221,"44,160","49,844"
44223,"55,723","64,651"
44224,"68,501","78,803"
44230,"53,236","65,867"
44231,"48,378","55,555"
44233,"79,531","106,413"
44234,"64,790","71,835"
44235,"55,864","60,361"
44236,"112,530","140,397"
44240,"41,046","56,392"
44241,"57,417","65,993"
44243,"13,264","30,358"
44250,"43,342","51,610"
44251,"70,125","84,983"
44253,"73,710","76,391"
44254,"46,776","54,189"
44255,"56,981","66,232"
44256,"71,425","84,722"
44260,"56,202","67,670"
44262,"69,231","81,730"
44264,"78,306","110,105"
44265,"61,192","65,791"
44266,"46,072","54,759"
44270,"48,294","54,162"
44272,"64,542","69,810"
44273,"64,363","74,998"
44274,"89,960","112,638"
44275,"57,926","64,065"
44276,"61,608","80,069"
44278,"59,380","69,513"
44280,"76,635","89,541"
44281,"63,346","77,260"
44285,"68,125","77,860"
44286,"87,863","127,940"
44287,"49,805","55,195"
44288,"41,402","48,502"
44301,"38,826","43,901"
44302,"26,045","38,349"
44303,"46,909","67,446"
44304,"20,125","27,712"
44305,"36,270","41,823"
44306,"26,262","33,967"
44307,"25,158","31,448"
44308,"13,016","25,180"
44310,"30,958","40,177"
44311,"16,969","25,396"
44312,"45,171","54,090"
44313,"50,043","66,538"
44314,"33,351","39,827"
44319,"53,752","67,913"
44320,"33,225","40,340"
44321,"76,742","86,675"
44333,"80,554","118,435"
44401,"52,668","65,756"
44402,"50,920","57,935"
44403,"39,771","48,430"
44404,"48,594","60,050"
44405,"35,535","44,572"
44406,"62,102","87,771"
44408,"43,694","55,199"
44410,"50,854","61,546"
44411,"50,589","53,322"
44412,"57,965","67,036"
44413,"43,171","51,057"
44417,"50,301","57,704"
44418,"48,536","59,724"
44420,"46,717","55,890"
44423,"37,498","46,500"
44425,"48,528","53,191"
44427,"42,779","48,626"
44428,"45,789","52,756"
44429,"49,523","66,247"
44430,"35,782","42,217"
44431,"43,276","54,840"
44432,"36,327","46,098"
44436,"48,653","58,177"
44437,"54,360","64,033"
44438,"34,032","40,920"
44439,"44,271","49,601"
44440,"50,272","57,869"
44441,"44,194","58,061"
44442,"49,017","70,500"
44443,"48,914","69,862"
44444,"43,724","54,989"
44445,"42,212","54,235"
44446,"35,610","45,884"
44449,"43,726","48,334"
44450,"48,698","56,942"
44451,"57,496","65,680"
44452,"51,783","65,659"
44454,"48,754","69,837"
44455,"41,491","54,705"
44460,"43,114","50,890"
44470,"58,341","60,218"
44471,"34,951","44,663"
44473,"45,785","58,254"
44481,"46,407","55,842"
44483,"37,351","46,610"
44484,"48,866","58,249"
44485,"29,365","37,334"
44490,"46,283","55,068"
44491,"47,737","52,922"
44493,"37,748","45,878"
44502,"22,820","28,021"
44503,"11,713","20,553"
44504,"29,768","38,547"
44505,"29,131","38,347"
44506,"14,562","22,719"
44507,"20,098","27,543"
44509,"29,899","37,951"
44510,"16,583","22,376"
44511,"38,184","47,356"
44512,"45,238","57,841"
44514,"57,146","73,288"
44515,"47,846","54,833"
44601,"38,865","48,842"
44606,"51,543","63,347"
44607,"50,815","52,571"
44608,"48,960","55,639"
44609,"45,782","51,935"
44610,"41,649","61,558"
44611,"47,114","57,373"
44612,"50,319","60,434"
44613,"48,718","55,445"
44614,"56,565","65,075"
44615,"40,343","50,022"
44618,"52,098","67,898"
44620,"48,191","56,273"
44621,"42,586","48,369"
44622,"43,588","53,446"
44624,"44,732","53,369"
44625,"39,672","46,927"
44626,"48,164","54,106"
44627,"50,025","63,121"
44628,"43,162","53,742"
44629,"42,036","49,011"
44632,"62,307","78,170"
44633,"47,011","59,336"
44634,"51,516","61,630"
44637,"42,107","52,657"
44638,"46,747","56,950"
44640,"41,053","58,534"
44641,"51,031","57,946"
44643,"48,604","55,389"
44644,"47,974","70,169"
44645,"53,360","60,648"
44646,"49,159","62,425"
44647,"48,757","56,607"
44651,"45,962","48,331"
44652,"59,063","73,408"
44653,"35,368","41,607"
44654,"41,849","56,858"
44656,"48,862","54,593"
44657,"41,368","50,295"
44659,"54,750","67,644"
44661,"47,353","57,575"
44662,"47,062","53,388"
44663,"41,624","52,185"
44666,"60,181","69,305"
44667,"45,305","54,251"
44669,"47,121","54,776"
44670,"46,447","54,115"
44671,"48,750","54,274"
44672,"38,130","45,912"
44675,"43,014","52,210"
44676,"46,232","57,031"
44677,"52,748","62,332"
44678,"48,750","54,274"
44680,"48,224","55,785"
44681,"45,838","55,275"
44682,"51,216","61,708"
44683,"33,788","39,967"
44685,"68,551","79,049"
44687,"42,778","49,842"
44688,"49,135","57,662"
44689,"46,656","53,500"
44690,"42,778","49,842"
44691,"45,653","58,951"
44693,"38,186","43,263"
44695,"36,563","52,238"
44697,"54,766","65,242"
44699,"38,446","43,796"
44702,"13,377","23,631"
44703,"28,210","48,887"
44704,"23,761","30,924"
44705,"35,249","42,917"
44706,"38,004","45,687"
44707,"30,618","37,733"
44708,"42,618","57,213"
44709,"40,469","54,802"
44710,"34,957","40,073"
44714,"39,636","51,427"
44718,"66,576","88,489"
44720,"60,763","76,644"
44721,"59,824","76,232"
44730,"45,118","49,585"
44802,"64,977","77,057"
44804,"56,483","70,897"
44805,"43,945","53,971"
44807,"44,165","50,704"
44809,"53,565","58,196"
44811,"49,625","56,781"
44813,"50,768","61,437"
44814,"61,689","64,440"
44815,"50,923","55,138"
44816,"61,689","64,440"
44817,"50,671","56,700"
44818,"45,337","54,318"
44820,"42,552","50,034"
44822,"51,175","56,400"
44824,"47,993","64,237"
44825,"48,750","58,845"
44826,"51,996","59,174"
44827,"45,225","51,623"
44828,"48,791","53,856"
44830,"42,784","48,400"
44833,"37,992","45,098"
44836,"52,142","61,079"
44837,"47,135","56,763"
44838,"50,441","55,210"
44839,"62,475","72,930"
44840,"45,325","55,010"
44841,"51,702","57,459"
44842,"42,396","50,781"
44843,"62,127","71,609"
44844,"55,528","62,841"
44846,"68,790","82,405"
44847,"56,618","61,888"
44849,"49,058","59,622"
44850,"40,929","47,472"
44851,"48,893","60,168"
44853,"56,208","61,680"
44854,"48,750","58,845"
44855,"61,170","63,530"
44856,"52,582","58,757"
44857,"48,137","59,687"
44859,"46,478","56,627"
44861,"51,080","62,302"
44864,"50,969","56,493"
44865,"44,846","52,680"
44866,"52,172","56,703"
44867,"49,176","55,277"
44870,"41,757","52,222"
44874,"45,969","56,215"
44875,"45,435","54,139"
44878,"49,981","58,848"
44880,"53,539","58,379"
44881,"52,582","58,757"
44882,"53,062","63,794"
44883,"42,993","54,822"
44887,"49,420","58,830"
44889,"53,291","60,348"
44890,"46,183","49,728"
44901,"40,595","56,266"
44902,"26,443","33,306"
44903,"42,583","51,629"
44904,"61,051","69,180"
44905,"42,302","51,253"
44906,"38,759","49,306"
44907,"35,660","48,267"
45001,"51,230","68,501"
45002,"55,589","70,730"
45003,"36,755","45,044"
45005,"49,901","58,142"
45011,"61,078","68,450"
45013,"49,762","59,269"
45014,"57,660","71,424"
45015,"36,046","43,934"
45030,"59,006","69,317"
45032,"74,855","81,018"
45033,"32,832","36,235"
45034,"63,174","85,238"
45036,"67,729","80,166"
45039,"74,621","91,219"
45040,"87,306","100,334"
45041,"51,244","66,043"
45042,"48,832","59,170"
45044,"48,026","55,665"
45050,"73,361","76,984"
45051,"62,781","76,637"
45052,"71,236","90,850"
45053,"127,667","136,603"
45054,"73,439","84,257"
45056,"31,421","46,513"
45062,"56,159","66,089"
45064,"61,368","71,552"
45065,"48,440","81,073"
45066,"87,378","103,623"
45067,"55,918","61,789"
45068,"67,259","77,528"
45069,"87,496","101,685"
45070,"53,468","56,676"
45101,"30,379","42,868"
45102,"55,870","63,861"
45103,"58,644","70,753"
45106,"52,879","62,847"
45107,"46,566","56,619"
45111,"101,172","149,913"
45112,"48,099","56,797"
45113,"60,063","67,739"
45115,"30,379","42,868"
45118,"56,124","63,714"
45120,"47,960","56,281"
45121,"42,227","49,065"
45122,"53,203","61,397"
45123,"39,137","44,769"
45130,"49,338","55,801"
45131,"47,000","52,712"
45132,"50,027","56,231"
45133,"38,781","47,355"
45135,"48,866","55,009"
45140,"84,723","104,899"
45142,"49,530","56,581"
45144,"26,808","35,173"
45145,"59,397","69,046"
45146,"52,823","59,716"
45147,"84,789","105,703"
45148,"55,773","63,936"
45150,"58,964","70,129"
45152,"61,855","78,949"
45153,"50,580","59,435"
45154,"49,713","58,498"
45155,"46,250","51,842"
45156,"48,099","56,797"
45157,"52,719","63,575"
45158,"66,776","65,316"
45159,"46,920","51,697"
45160,"59,451","72,965"
45162,"63,416","79,819"
45164,"62,128","80,261"
45166,"62,128","80,261"
45167,"41,253","46,605"
45168,"48,140","55,081"
45169,"45,285","52,845"
45171,"48,102","53,854"
45172,"39,294","51,077"
45174,"101,172","149,913"
45176,"53,285","60,635"
45177,"45,267","57,912"
45202,"32,513","55,797"
45203,"16,899","32,458"
45204,"26,462","33,948"
45205,"28,921","38,137"
45206,"28,213","45,782"
45207,"28,322","46,923"
45208,"79,451","115,394"
45209,"47,053","71,005"
45211,"38,617","48,092"
45212,"37,856","49,970"
45213,"49,368","61,462"
45214,"18,840","29,086"
45215,"52,604","68,793"
45216,"34,951","44,340"
45217,"38,610","52,781"
45218,"59,594","62,184"
45219,"21,276","32,349"
45220,"29,196","52,100"
45223,"29,490","39,920"
45224,"42,700","52,464"
45225,"18,117","24,781"
45226,"76,824","107,903"
45227,"61,082","79,154"
45229,"23,363","39,100"
45230,"66,832","90,109"
45231,"50,875","60,976"
45232,"19,441","29,130"
45233,"74,589","87,912"
45236,"58,358","71,483"
45237,"41,202","51,138"
45238,"53,577","63,416"
45239,"43,974","57,823"
45240,"49,242","58,227"
45241,"76,855","95,770"
45242,"84,479","109,777"
45243,"105,653","163,922"
45244,"83,080","101,434"
45245,"62,715","75,769"
45246,"52,188","65,357"
45247,"69,895","84,906"
45248,"66,358","81,872"
45249,"93,380","125,067"
45251,"54,911","61,206"
45252,"70,818","89,456"
45255,"74,812","91,797"
45301,"66,004","78,893"
45302,"57,839","63,580"
45303,"47,396","56,530"
45304,"50,833","59,302"
45305,"81,864","90,703"
45306,"59,227","63,932"
45307,"79,957","87,759"
45308,"50,795","62,837"
45309,"50,281","60,006"
45310,"56,370","64,563"
45311,"47,042","52,121"
45312,"62,886","75,550"
45314,"55,922","63,918"
45315,"65,697","75,454"
45316,"64,727","72,433"
45317,"55,288","64,726"
45318,"49,233","59,795"
45319,"62,309","73,139"
45320,"50,135","62,267"
45321,"49,199","51,820"
45322,"55,596","62,724"
45323,"51,708","61,295"
45324,"43,728","53,588"
45325,"50,514","63,500"
45326,"62,997","75,715"
45327,"58,909","67,386"
45328,"51,250","61,840"
45330,"53,468","56,676"
45331,"38,861","48,524"
45332,"53,304","58,356"
45333,"57,102","62,653"
45334,"61,060","67,581"
45335,"60,536","67,808"
45336,"58,730","62,826"
45337,"52,092","61,818"
45338,"50,559","59,528"
45339,"53,595","62,799"
45340,"58,630","66,053"
45341,"42,896","51,237"
45342,"51,314","64,740"
45344,"51,365","57,429"
45345,"49,666","60,685"
45346,"53,304","58,356"
45347,"44,469","57,001"
45348,"56,540","66,621"
45349,"59,375","68,145"
45350,"56,540","66,621"
45351,"56,540","66,621"
45352,"53,304","58,356"
45353,"47,636","60,414"
45354,"62,266","68,231"
45356,"45,153","52,473"
45358,"50,882","59,615"
45359,"58,411","65,502"
45360,"46,582","58,655"
45361,"51,140","61,585"
45362,"54,982","64,897"
45363,"57,212","62,566"
45365,"44,396","54,210"
45368,"46,780","57,042"
45369,"60,720","66,885"
45370,"85,795","98,485"
45371,"61,137","74,122"
45372,"57,402","71,931"
45373,"52,937","62,768"
45377,"50,804","62,437"
45378,"49,265","57,341"
45380,"49,536","60,621"
45381,"51,261","63,064"
45382,"49,608","53,268"
45383,"46,457","54,121"
45384,"35,422","47,346"
45385,"51,170","59,400"
45387,"58,200","75,747"
45388,"56,540","66,621"
45389,"49,828","56,075"
45390,"41,806","47,560"
45402,"24,105","34,298"
45403,"25,028","33,142"
45404,"25,314","35,117"
45405,"28,502","38,357"
45406,"31,868","40,560"
45409,"38,039","52,642"
45410,"35,274","40,291"
45414,"45,838","57,365"
45415,"57,831","68,037"
45416,"36,012","43,448"
45417,"27,096","33,846"
45418,"42,255","49,507"
45419,"70,802","89,334"
45420,"39,319","45,698"
45424,"57,151","67,189"
45426,"40,438","51,644"
45428,"28,828","33,943"
45429,"60,505","74,252"
45430,"67,779","81,456"
45431,"51,371","62,616"
45432,"57,490","68,258"
45433,"56,444","70,872"
45434,"81,953","93,557"
45439,"44,864","60,800"
45440,"59,756","73,773"
45449,"45,214","53,279"
45458,"80,668","97,339"
45459,"65,561","79,669"
45502,"60,530","72,599"
45503,"43,690","52,608"
45504,"43,910","54,341"
45505,"33,868","41,617"
45506,"34,517","41,774"
45601,"42,202","52,221"
45612,"41,950","47,809"
45613,"34,572","44,860"
45614,"41,374","54,625"
45616,"32,706","39,820"
45617,"50,303","56,069"
45618,"40,944","53,002"
45619,"38,658","52,809"
45620,"42,150","56,117"
45621,"31,601","38,883"
45622,"36,794","45,952"
45623,"38,372","45,343"
45624,"40,591","42,025"
45628,"47,824","58,927"
45629,"41,757","48,096"
45631,"36,173","52,422"
45634,"31,990","42,055"
45636,"41,469","47,349"
45638,"26,645","37,403"
45640,"36,379","49,370"
45642,"34,545","47,765"
45644,"51,913","67,841"
45645,"39,978","53,698"
45646,"35,665","46,701"
45647,"42,280","50,611"
45648,"41,448","50,422"
45650,"30,093","37,550"
45651,"33,266","43,323"
45652,"42,228","55,649"
45653,"37,525","48,571"
45654,"38,893","47,420"
45656,"35,249","47,383"
45657,"31,426","39,649"
45658,"30,966","45,104"
45659,"32,783","48,549"
45660,"32,605","49,641"
45661,"37,599","48,669"
45662,"28,583","38,850"
45663,"38,837","47,612"
45669,"42,495","51,145"
45671,"30,694","39,715"
45672,"35,972","51,353"
45673,"40,513","47,036"
45674,"30,000","45,512"
45678,"41,345","53,737"
45679,"36,493","49,324"
45680,"36,111","47,413"
45681,"50,303","56,069"
45682,"36,804","47,053"
45684,"38,341","44,715"
45685,"30,513","45,627"
45686,"37,777","45,416"
45688,"27,134","40,953"
45690,"36,802","45,906"
45692,"31,152","40,153"
45693,"35,291","45,194"
45694,"37,534","51,321"
45695,"31,592","37,078"
45696,"40,278","54,075"
45697,"41,860","52,630"
45698,"33,592","40,719"
45701,"27,327","39,729"
45710,"36,168","51,267"
45711,"36,120","45,109"
45714,"42,257","49,643"
45715,"30,535","37,178"
45716,"24,764","35,009"
45719,"40,195","45,238"
45721,"39,524","48,133"
45723,"42,917","49,779"
45724,"53,414","63,744"
45727,"40,625","49,305"
45729,"52,653","70,921"
45732,"8,884","10,094"
45734,"37,083","42,589"
45735,"41,949","50,367"
45741,"32,993","39,687"
45742,"58,168","64,059"
45743,"36,776","47,752"
45744,"42,722","52,339"
45745,"39,572","47,396"
45746,"39,676","48,295"
45750,"40,834","56,357"
45760,"29,275","39,436"
45761,"31,775","39,555"
45764,"26,837","35,246"
45766,"35,598","56,615"
45767,"39,433","45,887"
45768,"40,016","46,705"
45769,"34,670","44,093"
45770,"31,250","42,224"
45771,"31,440","42,368"
45772,"36,776","47,752"
45773,"40,016","46,705"
45775,"34,660","41,784"
45776,"40,581","49,609"
45778,"35,370","44,055"
45779,"31,406","42,130"
45780,"27,590","36,747"
45784,"55,188","63,985"
45786,"40,250","52,736"
45787,"40,066","52,637"
45788,"43,273","54,246"
45789,"39,737","46,314"
45801,"38,123","43,186"
45804,"30,729","40,158"
45805,"45,061","58,125"
45806,"54,687","68,968"
45807,"55,775","65,232"
45808,"55,427","65,766"
45809,"50,265","54,349"
45810,"34,144","51,861"
45812,"50,427","54,207"
45813,"48,592","51,903"
45814,"58,619","63,172"
45816,"56,364","65,825"
45817,"58,848","65,277"
45819,"68,144","76,839"
45820,"55,427","65,766"
45821,"50,255","54,177"
45822,"45,457","55,893"
45826,"63,500","71,557"
45827,"57,424","65,600"
45828,"53,374","58,235"
45830,"56,116","65,530"
45831,"56,525","64,624"
45832,"52,547","60,657"
45833,"47,039","53,819"
45835,"56,071","61,690"
45836,"56,071","61,690"
45838,"47,558","53,111"
45840,"47,366","58,730"
45841,"57,181","64,438"
45843,"49,961","56,160"
45844,"61,836","69,731"
45845,"54,826","64,547"
45846,"56,270","64,003"
45849,"38,899","49,109"
45850,"56,990","62,277"
45851,"46,733","55,483"
45853,"59,854","69,656"
45854,"61,080","66,039"
45855,"49,844","58,069"
45856,"49,815","57,348"
45858,"56,364","65,825"
45859,"50,410","54,184"
45860,"63,500","71,557"
45861,"36,864","47,281"
45862,"46,971","54,521"
45863,"49,421","58,609"
45864,"56,563","64,640"
45865,"65,720","73,288"
45866,"48,831","59,731"
45867,"58,650","63,313"
45868,"56,954","64,758"
45869,"60,525","70,270"
45870,"57,724","66,650"
45871,"55,311","71,529"
45872,"41,505","52,514"
45873,"43,148","51,668"
45874,"46,662","51,920"
45875,"54,534","64,518"
45876,"62,386","69,969"
45877,"59,101","63,205"
45879,"43,362","52,113"
45880,"49,844","58,069"
45881,"56,998","64,677"
45882,"46,187","53,780"
45883,"62,644","70,618"
45884,"55,677","73,526"
45885,"48,463","56,795"
45886,"51,190","60,021"
45887,"52,181","60,780"
45888,"57,724","66,650"
45889,"57,782","68,223"
45890,"59,575","65,184"
45891,"41,929","50,183"
45894,"47,558","53,111"
45895,"51,040","64,706"
45896,"56,979","65,200"
45897,"58,619","63,172"
45898,"43,363","47,803"
45899,"43,234","47,200"
46001,"45,755","52,776"
46011,"51,985","62,055"
46012,"45,007","52,621"
46013,"41,944","48,155"
46016,"28,174","35,635"
46017,"52,684","58,604"
46030,"58,480","69,151"
46031,"59,333","68,307"
46032,"99,802","130,039"
46033,"107,915","138,089"
46034,"60,077","78,200"
46035,"60,056","69,369"
46036,"39,325","51,373"
46037,"104,379","124,776"
46038,"78,388","87,255"
46039,"54,364","63,431"
46040,"84,637","103,330"
46041,"45,113","53,213"
46044,"48,433","58,367"
46045,"59,118","64,707"
46047,"54,766","55,515"
46048,"58,354","66,622"
46049,"58,033","64,429"
46050,"54,115","63,999"
46051,"60,042","63,495"
46052,"51,576","60,344"
46055,"76,932","92,966"
46056,"62,861","71,984"
46057,"60,721","65,225"
46058,"56,129","64,193"
46060,"64,961","76,259"
46062,"77,588","92,047"
46063,"58,131","63,629"
46064,"41,353","47,366"
46065,"55,289","64,059"
46068,"55,865","63,879"
46069,"68,363","80,660"
46070,"52,261","58,801"
46071,"61,123","74,497"
46072,"47,906","55,411"
46074,"82,954","100,953"
46075,"72,364","110,444"
46076,"55,149","56,928"
46077,"105,579","166,071"
46103,"54,974","66,685"
46104,"51,979","59,889"
46105,"59,061","65,565"
46106,"66,665","84,496"
46107,"43,520","49,789"
46110,"75,878","92,564"
46111,"60,339","64,991"
46112,"74,793","85,802"
46113,"65,831","73,018"
46115,"52,823","60,775"
46117,"60,972","77,082"
46118,"62,277","73,729"
46120,"49,067","55,590"
46121,"59,118","67,144"
46122,"65,143","75,538"
46123,"75,126","85,638"
46124,"46,500","54,852"
46125,"59,010","67,021"
46126,"71,845","90,800"
46127,"50,872","65,993"
46128,"60,762","66,508"
46130,"67,099","81,269"
46131,"53,146","62,789"
46133,"49,157","61,234"
46135,"48,946","56,859"
46140,"58,730","70,785"
46142,"68,085","82,214"
46143,"68,527","81,999"
46144,"63,086","73,127"
46146,"51,429","60,139"
46147,"57,113","76,433"
46148,"51,100","56,270"
46149,"57,917","69,583"
46150,"52,796","63,761"
46151,"52,092","60,786"
46155,"54,763","69,528"
46156,"51,861","61,250"
46157,"59,530","70,092"
46158,"55,932","66,605"
46160,"53,375","62,832"
46161,"62,658","73,376"
46162,"69,004","79,833"
46163,"66,148","82,116"
46164,"55,527","65,680"
46165,"57,917","69,583"
46166,"60,560","69,643"
46167,"73,795","84,177"
46168,"58,263","71,640"
46171,"68,293","68,988"
46172,"48,438","55,450"
46173,"43,579","52,160"
46175,"48,345","55,619"
46176,"46,267","59,657"
46180,"56,623","68,352"
46181,"59,170","71,788"
